,Group,PD,SR,FAD,FAD_loess_prediction,FAD_residuals,FAD_highlight_high,FAD_highlight_low,R2
0,ABT,-0.7385007097709098,-0.7758306895441908,-1.0537323313586848,-0.6679191592897119,-0.3858131720689729,False,False,0.8482504192123445
1,AFG,0.3691825928408257,0.4611131282587262,0.565399087769114,0.38515947211053897,0.180239615658575,False,False,0.8482504192123445
2,AGE,0.5465771888562153,0.4059955480378393,0.1231330695564896,0.5373897173847639,-0.4142566478282743,False,False,0.8482504192123445
3,AGS,-0.9058457016297332,-1.3606375673589184,-2.47657114035878,-0.8506473551251147,-1.6259237852336654,False,True,0.8482504192123445
4,AGW,-0.1329690172554453,-0.4078260557832601,-0.929962377969997,-0.07160194282893682,-0.8583604351410602,False,True,0.8482504192123445
5,ALA,-0.1474256745288218,-0.2373600847840067,-0.0864491398313291,-0.08444909454542089,-0.0020000452859082057,False,False,0.8482504192123445
6,ALB,-0.0345757146385128,0.433913264707048,0.3641579409318088,0.01439827607069193,0.34975966486111687,False,False,0.8482504192123445
7,ALD,-1.2513469347384405,-1.7447056892362882,-1.2728759946340908,-1.2084103927088958,-0.06446560192519502,False,False,0.8482504192123445
8,ALG,-0.1942775305972008,0.1145389224482926,0.2389150635900883,-0.12676307252821278,0.3656781361183011,False,False,0.8482504192123445
9,ALT,-0.14427155534903,0.220928367474343,-0.1927016686436943,-0.08167420673577182,-0.1110274619079225,False,False,0.8482504192123445
10,ALU,-1.1829095744412936,-1.3606375673589184,-1.4489784599472426,-1.140760009124473,-0.30821845082276966,False,False,0.8482504192123445
11,AMU,-0.5173802077877031,-0.3478112764350301,-0.0192058066172686,-0.43887232710380913,0.4196665204865405,False,False,0.8482504192123445
12,AND,1.2506958371546515,0.981757459988118,1.2668143468103228,1.1724944410411506,0.09431990576917215,False,False,0.8482504192123445
13,ANG,1.1904967604162071,1.204599274217144,1.1905923962699634,1.1134460120544456,0.07714638421551778,False,False,0.8482504192123445
14,ARI,-0.0399348950649968,-0.0465899257343305,-0.4352029991325053,0.009703405023287062,-0.44490640415579236,False,False,0.8482504192123445
15,ARK,-0.2295782476755851,-0.4715702278899226,-0.0774990674354354,-0.15875649645899548,0.08125742902356008,False,False,0.8482504192123445
16,ARU,-0.7446799850308468,-1.213130445937304,-1.5919810055779384,-0.674522879863381,-0.9174581257145574,False,True,0.8482504192123445
17,ASK,-0.9019672955167786,-0.9708682891234034,-1.284171385776571,-0.8463243167482364,-0.4378470690283347,False,False,0.8482504192123445
18,ASS,1.847171750854199,1.6504701239951474,1.879258143737576,1.7611327181640695,0.11812542557350647,False,False,0.8482504192123445
19,AUT,0.0621139741541596,0.6341746128716227,0.1535163365615683,0.09952360425090183,0.053992732310666466,False,False,0.8482504192123445
