,Group,PD,SR,Hbc_Rare,Hbc_Rare_loess_prediction,Hbc_Rare_residuals,Hbc_Rare_highlight_high,Hbc_Rare_highlight_low,R2
0,ABT,-0.7385007097709098,-0.7758306895441908,1.0849294672007277,-0.41265156746693793,1.4975810346676657,False,False,0.19575521942753082
1,AFG,0.3691825928408257,0.4611131282587262,1.6567204887807911,0.2692885145278679,1.3874319742529233,False,False,0.19575521942753082
2,AGE,0.5465771888562153,0.4059955480378393,-0.2604649366183009,0.29532588555893163,-0.5557908221772325,False,False,0.19575521942753082
3,AGS,-0.9058457016297332,-1.3606375673589184,-1.3139182566048968,-0.5444585900788094,-0.7694596665260874,False,False,0.19575521942753082
4,AGW,-0.1329690172554453,-0.4078260557832601,2.4338634416105456,0.0768703169945319,2.3569931246160136,True,False,0.19575521942753082
5,ALA,-0.1474256745288218,-0.2373600847840067,-0.9762963972728418,0.06719140626962425,-1.043487803542466,False,False,0.19575521942753082
6,ALB,-0.0345757146385128,0.433913264707048,0.4054298993199205,0.12789599311227717,0.27753390620764334,False,False,0.19575521942753082
7,ALD,-1.2513469347384405,-1.7447056892362882,0.7195621355791842,-0.7881689979583372,1.5077311335375214,False,False,0.19575521942753082
8,ALG,-0.1942775305972008,0.1145389224482926,-0.946562709761166,0.033727615098730845,-0.9802903248598969,False,False,0.19575521942753082
9,ALT,-0.14427155534903,0.220928367474343,0.1526472464433734,0.0690833609143935,0.0835638855289799,False,False,0.19575521942753082
10,ALU,-1.1829095744412936,-1.3606375673589184,-0.8484434350171806,-0.7444878412578582,-0.1039555937593224,False,False,0.19575521942753082
11,AMU,-0.5173802077877031,-0.3478112764350301,0.8772653938549169,-0.22398910356882779,1.1012544974237446,False,False,0.19575521942753082
12,AND,1.2506958371546515,0.981757459988118,0.6650192701250446,0.4350959734728596,0.22992329665218497,False,False,0.19575521942753082
13,ANG,1.1904967604162071,1.204599274217144,0.3813577787785628,0.4201150653613426,-0.03875728658277977,False,False,0.19575521942753082
14,ARI,-0.0399348950649968,-0.0465899257343305,0.5978701814379026,0.12586941923345493,0.47200076220444764,False,False,0.19575521942753082
15,ARK,-0.2295782476755851,-0.4715702278899226,-0.7980064494907823,0.008874860772443895,-0.8068813102632262,False,False,0.19575521942753082
16,ARU,-0.7446799850308468,-1.213130445937304,1.1435167527638492,-0.4175768723654428,1.561093625129292,False,False,0.19575521942753082
17,ASK,-0.9019672955167786,-0.9708682891234034,0.0342918080844024,-0.5414283739429508,0.5757201820273532,False,False,0.19575521942753082
18,ASS,1.847171750854199,1.6504701239951474,1.4958163145631012,0.5866705434041345,0.9091457711589667,False,False,0.19575521942753082
19,AUT,0.0621139741541596,0.6341746128716227,1.6520351828896185,0.1740344194990193,1.4780007633905992,False,False,0.19575521942753082
20,AZO,-1.0606646912619926,-1.3606375673589184,0.8944596996516803,-0.6618800836106142,1.5563397832622945,False,False,0.19575521942753082
21,BAH,-0.1302358631697786,-0.3478112764350301,-1.2253235094865542,0.07829061583432192,-1.3036141253208762,False,False,0.19575521942753082
22,BAL,-0.5231611265605729,-0.3478112764350301,-0.0409153441920405,-0.22892963516244402,0.1880142909704035,False,False,0.19575521942753082
23,BAN,1.801597551339997,1.7113299291882984,0.7898987931864124,0.5746054528124716,0.21529334037394088,False,False,0.19575521942753082
24,BEN,1.0229664843569537,1.1495104228008612,-0.1021321765469012,0.37989014619754513,-0.48202232274444634,False,False,0.19575521942753082
25,BER,-1.6792306604068477,-1.7447056892362882,-1.2075711894031564,-1.047589069099462,-0.1599821203036944,False,False,0.19575521942753082
26,BGM,-0.48912678370378,-0.0465899257343305,1.466907613226794,-0.19982253625301166,1.6667301494798057,False,False,0.19575521942753082
27,BIS,0.1417759728485544,-0.0465899257343305,1.6548732594085602,0.19861678697291785,1.4562564724356424,False,False,0.19575521942753082
