,Assigned_group,number_of_species_in_group,H,Hbc,G,J,FAD,MFAD,APWD,H_Rare,Hbc_Rare,G_Rare,J_Rare,FAD_Rare,MFAD_Rare,APWD_Rare,GroupSize_FAD,GroupSize_Pathways
0,ABT,-0.7758306895441908,0.6770200954923523,0.6534415841395607,1.0504999802411834,1.6975228528043778,-1.0537323313586848,-1.0373899450667414,0.23686604028913527,1.576195144077046,1.0849294672007275,1.6124593413055082,1.3224933102962284,-0.700080806283922,-0.5422366782089008,-0.2587899669068481,-1.077498920160293,-1.0463180846725986
1,AFG,0.46111312825872625,2.0480308701428966,2.0596037985339475,1.4487267521063707,0.9216719468732832,0.565399087769114,0.5746530701853699,0.9819945121609645,1.351161371213283,1.6567204887807911,1.1539571445923136,0.6653793214350635,0.9245076501332891,0.9591904012758965,1.0059783508390645,0.5594905062644945,0.5429230104873835
2,AGE,0.4059955480378393,-0.29600100897148107,-0.30387508667657537,-0.010948959650829222,-0.28237825229837593,0.12313306955648962,0.13529802491346987,0.8241331344701999,-0.17689806765304644,-0.26046493661830095,-0.0827629521072956,0.053969271849624204,1.0247430884230673,1.0289790541274864,1.0255233723889838,0.11332651868844289,0.10924538919622688
3,AGS,-1.3606375673589184,-1.7007737609902553,-1.3226527380666988,-1.3842004983284013,0.6836119715040057,-2.4765711403587796,-2.471907185902327,-2.1036915898807504,-1.0540574360500812,-1.3139182566048968,-0.9221084302467739,-0.9084909987706993,-2.354133519113405,-2.2972334878710097,-2.2080483911522806,-2.4520982485605596,-2.4148603872546226
4,AGW,-0.40782605578326014,1.6303181993888338,1.6281924096669735,1.7497628947062234,2.7029305894344353,-0.929962377969997,-0.9073849021339861,1.030828414667064,2.3141761193688004,2.4338634416105456,2.0190562453045002,1.328212942604217,0.8974752731605008,0.9496234192714781,1.0254960381197757,-0.958945562592107,-0.9575407736113136
5,ALA,-0.23736008478400678,-0.8952611528673953,-0.9449439763748959,-0.9181688568257724,-0.9450385375432904,-0.08644913983132911,-0.09204260456299908,-0.5590211098209632,-1.0059397281011377,-0.9762963972728418,-1.0101273330322926,-0.8898245552959584,-0.24310173691096282,-0.29129146951212087,-0.367666844827324,-0.07896711028285852,-0.09601045683919548
6,ALB,0.43391326470704805,0.41781721980994707,0.38098983946965775,0.45724629691201096,0.41157479284253085,0.36415794093180887,0.36820798704267294,0.3853186573956721,0.5250903385653419,0.4054298993199205,0.5309191401416243,0.4963991240278715,-0.08984764715746542,-0.0806449911544563,-0.0678801233014869,0.363413994702713,0.372950597581003
7,ALD,-1.7447056892362882,0.52855241075521,0.7640801510301141,0.6349529135269931,0.5123108319255074,-1.2728759946340908,-1.2520069891001697,0.5280628927168967,0.5633670000180826,0.7195621355791842,0.6316728858921227,0.8329892974268228,0.8571887969808496,0.7901169467914669,0.6768219460861913,-1.303287161368202,-1.356768523242855
8,ALG,0.11453892244829261,-1.0639557218285378,-1.1147575265719496,-1.2118522712924293,-1.1502561551934003,0.23891506359008832,0.2366423162398549,-0.13443222686736833,-1.0594598313940318,-0.9465627097611661,-1.1261032229023171,-1.2353647965302108,0.2228710695796049,0.21401128334425934,0.19517990304128657,0.24438917700690332,0.23412654463015223
9,ALT,0.220928367474343,0.1137239516927515,0.07047194307524472,0.3018556710926926,0.1260986560565635,-0.19270166864369434,-0.19487816148173637,-0.45352598876019523,0.48674474452297734,0.15264724644337346,0.665990162990253,1.0731826572967536,-0.7947335725969735,-0.7587199625960493,-0.7042710352221347,-0.18942868418794673,-0.17924593229139102
10,ALU,-1.3606375673589184,-1.0403802065017949,-0.9632150791704848,-0.4608525060166557,0.5926447138624373,-1.4489784599472426,-1.4698633403652657,-1.8351145831793034,-0.35290522286857806,-0.8484434350171806,-0.09517480129242105,0.3999141002943635,-1.973068120523819,-1.9648345886312495,-1.9674220830151847,-1.436300780962743,-1.3872464186835978
11,AMU,-0.3478112764350301,1.1300975979862375,1.1192103005384466,0.8836633874865906,0.31106886425401786,-0.019205806617268652,-0.014795749738744004,0.08898108376217827,0.6729050294544296,0.8772653938549169,0.5693992110505446,0.2426888209541506,0.03593046424450055,0.015657482501626768,-0.019961777209623048,-0.02170193873109224,-0.03785092803481033
12,AND,0.9817574599881179,0.5590394216687202,0.5383370318471535,0.5327849222064521,-0.10413736931860848,1.2668143468103228,1.2697293249290127,1.1786207476794166,0.5821031546702151,0.6650192701250446,0.5619318635720065,0.38551057454244547,1.1735818106885174,1.197420261004549,1.2245234682344823,1.2649692420536494,1.2585984878751901
13,ANG,1.204599274217144,1.0652059634283757,1.0458765078571277,0.7905241330244843,0.2654343584179057,1.1905923962699634,1.196177756124798,1.3151174733658284,0.22489965812773519,0.38135777877856286,0.20236671650584723,0.22819149978017647,1.280309593089718,1.2905897901931824,1.2947462197653166,1.1865114372687418,1.1798149987147857
14,ARI,-0.04658992573433055,0.31150989871202833,0.35809216176552244,0.007333430046532044,-0.29481605220745016,-0.4352029991325053,-0.43178213114395253,-0.29768861742763425,0.3235769781481319,0.5978701814379026,0.09807008553447871,-0.4566545600224666,-0.12857537705962083,-0.1082432754162186,-0.07933359103011722,-0.43958495516582735,-0.423320811043914
15,ARK,-0.47157022788992264,-0.8226176941548576,-0.8733058865990018,-0.9521316038811969,-0.8595715348311386,-0.07749906743543548,-0.08286281752433881,-0.5410341247627769,-0.9628384619388566,-0.7980064494907823,-1.0367688936400974,-1.188466046694837,-0.22556065474039802,-0.29664159166200854,-0.40647651512072536,-0.070203822004826,-0.09006776794366586
16,ARU,-1.213130445937304,0.6635686460878027,0.809604438289654,0.998111671252775,1.6825156109150443,-1.5919810055779384,-1.5735678636416108,-0.08440509422108006,1.1471034732378826,1.1435167527638492,1.1731744935885908,1.101118254501988,0.40447332614891474,0.32250600982156025,0.19142326182499425,-1.6212067191797508,-1.6513551035265204
17,ASK,-0.9708682891234034,-0.4067110653072277,-0.46165106062477945,0.045121548879996094,1.8258457036604823,-1.284171385776571,-1.3007760815837175,-1.6682854552774842,0.552695232271635,0.034291808084402464,0.6800438382150626,0.532745718784594,-2.0054669835827865,-1.9589484655832867,-1.898949688134892,-1.2752525940333712,-1.2011976972201988
18,ASS,1.6504701239951474,1.3372677763677532,1.3260196170493703,1.1712162565680064,0.4543805709164078,1.879258143737576,1.8733287220489712,1.1862729539896062,1.387108290338823,1.4958163145631012,1.2960344472634948,1.0142555234033617,1.3327534494008844,1.3306760447195585,1.3144385722469443,1.8805119236867238,1.8843785978475267
19,AUT,0.6341746128716227,1.161734267516505,1.1464272976946706,1.3741611445635071,1.0603133863657987,0.1535163365615683,0.15690744518688127,0.15934997948187582,1.8866453459158143,1.6520351828896185,1.8404035814444704,1.5260515942616788,-0.5721114497328366,-0.5232719637220353,-0.44580439789041887,0.152859387482645,0.16840124219559072
20,AZO,-1.3606375673589184,0.47282404582564475,0.6158992155885649,0.9704807609839412,1.4668246129304003,-1.135841316203172,-1.1170577965868602,0.4170639267482189,0.8960183601820291,0.8944596996516803,0.9264167536328219,0.7510788579389475,0.6913252018232996,0.6181416224555212,0.49728366872966867,-1.1629190480421396,-1.1928190480715741
21,BAH,-0.3478112764350301,-1.1451052196796838,-1.1284052614459372,-1.2670560301660054,-1.6220175782073147,-0.34524806936827657,-0.33956979138287297,-0.07896751170961709,-1.2965509725436501,-1.2253235094865542,-1.357138406521334,-1.4109863923700812,0.2340523762824889,0.17395113720971037,0.0767063096943782,-0.3512302348620486,-0.3471137691375762
22,BAL,-0.3478112764350301,-0.6123552563831959,-0.6274014843461472,-0.7703626606094255,-0.6208347353505316,-0.3679312778536587,-0.3590605419465212,0.13786842405219737,-0.21084831420218123,-0.040915344192040556,-0.319186903910572,-0.6832887878108191,0.3611175565981004,0.36472304352993457,0.3648272490085801,-0.3773971351010877,-0.38839428641490326
23,BAN,1.7113299291882984,0.9376856607209227,0.9147004214204637,0.806589398495756,0.1746636443122953,2.138067750656364,2.127620506195284,1.1620326789728845,0.7508027412219905,0.7898987931864124,0.7480654845555185,0.7153809723050861,1.2050937283186485,1.1836859424314348,1.1378031329082205,2.1403999721740883,2.1401642528865374
24,BEN,1.1495104228008612,0.28200080686583534,0.24174614069876604,0.28795666367614825,-0.3180409806244894,1.3022162882018395,1.3083827535512187,1.488868361799507,0.008345225479164602,-0.10213217654690127,0.10909070793764193,0.4685344467708112,1.4840236971934306,1.5022924683769714,1.517615647343007,1.2968044290596124,1.307907293474515
25,BER,-1.7447056892362882,-1.3682248528823822,-1.0440766690929686,-1.2164124907060394,-0.12516202722952224,-1.9620633206701912,-1.945567594077864,-0.8126521612320124,-1.2563180251431176,-1.2075711894031564,-1.2464406293350154,-1.286299858719083,-0.904825104775685,-0.8643543528905742,-0.8029586855055086,-1.9853019235739646,-2.0237100969582884
