,Assigned_group,number_of_species_in_group,H,Hbc,G,J,GroupSize_Pathways,FAD,MFAD,APWD,GroupSize_FAD,FAD_Rare,MFAD_Rare,APWD_Rare,H_Rare,Hbc_Rare,G_Rare,J_Rare
0,Acokanthera oblongifolia,1.0,1.0435479071011902,1.305201404696851,0.5041551246537397,0.648392770568538,19,264.6056342936857,14.70031301631587,0.8647242950774042,18,36.40904063907474,5.201291519867819,0.8668819199779698,0.8093055782463306,1.1712181105459858,0.4477117346938776,0.7472447819279603
1,Adenium obesum,1.0,-0.0,-0.0,0.0,,29,364.9527489268604,12.165091630895347,0.4194859183067361,30,17.654945347352587,2.522135049621798,0.42035584160363293,0.0,0.0,0.0,
2,Adina cordifolia,1.0,0.9358294099137394,1.0153670796036236,0.5044444444444445,0.6750582244002984,30,664.3640688299658,22.90910582172296,0.81818235077582,29,34.40037831045204,4.9143397586360065,0.8190566264393344,0.7557795439692502,1.0009396476617756,0.44635395408163264,0.788207648854281
3,Adina eurhyncha,1.0,0.5623351446188083,0.600894932492073,0.375,0.8112781244591328,8,34.94751052183754,4.368438815229693,0.6240626878899561,8,26.20642914658585,3.7437755923694076,0.6239625987282347,0.5516075775516389,0.6407434089703188,0.3676734693877551,0.7958015166505236
4,Adina racemosa,1.0,0.9411221042508386,0.9917787770535225,0.565688775510204,0.6788760963368355,56,2047.2777831976355,36.55853184281492,0.6647005789602712,56,28.07668912922367,4.010955589889096,0.6684925983148493,0.7645784750233531,0.9001093782652693,0.48914285714285716,0.8840605968827127
5,Adina trichotoma,1.0,0.6076934238709566,0.607720736246056,0.41700960219478733,0.876716288999464,27,518.3931153501173,18.514039833932763,0.6857051790345468,28,28.788815169502865,4.1126878813575525,0.6854479802262587,0.540689130198593,0.6208348359804916,0.3687346938775511,0.8396657984930863
6,Aganosma heynei,1.0,0.6172417697303416,0.6203112195798863,0.42603550295857995,0.8904916402194913,13,108.71896442105353,8.362997263157963,0.696916438596497,13,29.195801841674193,4.170828834524886,0.6951381390874808,0.582177927983887,0.648071152902211,0.39934693877551025,0.8561724868678552
7,Alafia barteri,1.0,0.4659992569610426,0.4777138462074574,0.2906574394463668,0.672294817075638,17,169.76727668528997,9.986310393252351,0.624144399578272,17,26.230872593786557,3.7472675133980795,0.6245445855663465,0.4051244499267125,0.532258971287002,0.26097959183673475,0.7136398471943067
8,Alibertia edulis,1.0,0.1985152433458726,0.32521273260740713,0.09500000000000008,0.2863969571159562,20,277.9718355454588,13.236754073593277,0.6618377036796639,21,27.842195201407556,3.9774564573439366,0.6629094095573228,0.13201211518879208,0.21073442853777966,0.0795283446712018,0.606538929681952
9,Allamanda cathartica,1.0,0.8124651103811077,0.8218024050900316,0.4777209642074507,0.7395376137345875,37,880.5710855997991,23.7992185297243,0.6610894036034527,37,27.493311375330336,3.9276159107614768,0.6546026517935795,0.683297687078405,0.8555424830308203,0.427265306122449,0.814605865266715
10,Allamanda schottii,1.0,0.6591525038229908,0.659153887378759,0.46639231824417005,0.9509560484549724,27,503.6475368166601,18.653612474691116,0.7174466336419659,27,30.07412084801722,4.296302978288175,0.7160504963813623,0.5960366329981632,0.6485181796498638,0.41281632653061234,0.8819477893483131
11,Alstonia angustifolia,1.0,-0.0,-0.0,0.0,,105,8210.318394348378,78.1935085176036,0.7518606588231116,105,31.58700753754149,4.512429648220213,0.752071608036702,0.0,0.0,0.0,
12,Alstonia angustiloba,1.0,-0.0,-0.0,0.0,,35,866.2238564591105,24.74925304168887,0.7279192071084962,35,30.598004233293793,4.371143461899114,0.7285239103165189,0.0,0.0,0.0,
13,Alstonia balansae,1.0,-0.0,-0.0,0.0,,28,526.8290268071306,18.81532238596895,0.6968637920729241,28,29.244051431808153,4.177721633115451,0.696286938852575,0.0,0.0,0.0,
14,Alstonia boonei,1.0,0.6365141682948128,0.6393590614962873,0.4444444444444444,0.9182958340544894,12,98.79178834316613,8.232649028597178,0.7484226389633798,12,31.472843774317667,4.4961205391882375,0.7493534231980398,0.6020464714855691,0.6549146909553127,0.41632653061224495,0.879118885421993
15,Alstonia congensis,1.0,-0.0,-0.0,0.0,,13,103.55102011584597,7.965463085834306,0.6637885904861921,13,27.83347420875754,3.9762106012510774,0.6627017668751795,0.0,0.0,0.0,
16,Alstonia constricta,1.0,-0.0,-0.0,0.0,,15,149.48862473768463,9.965908315845642,0.7118505939889744,15,29.930684273334613,4.275812039047802,0.7126353398413002,0.0,0.0,0.0,
17,Alstonia coriacea,1.0,0.8855741515766717,1.355873678850166,0.44628099173553715,0.6388067184095578,11,56.17319686007049,6.24146631778561,0.7801832897232013,9,32.783146301027,4.6833066144324285,0.7805511024054046,0.8063095269875025,1.2326294789868613,0.4263067129629631,0.6795394754733183
18,Alstonia lanceolata,1.0,-0.0,-0.0,0.0,,7,25.46593035666254,3.6379900509517915,0.6063316751586318,7,25.46593035666254,3.637990050951792,0.606331675158632,0.0,0.0,0.0,
