,Assigned_group,number_of_species_in_group,H,Hbc,G,J,GroupSize_Pathways,FAD,MFAD,APWD,GroupSize_FAD,FAD_Rare,MFAD_Rare,APWD_Rare,H_Rare,Hbc_Rare,G_Rare,J_Rare
0,ABT,10.0,1.3963658255775409,1.397273404323074,0.7237313302471832,0.8676108688564997,107,8430.719729357168,84.30719729357168,0.851587851450219,100,34.04711403181746,4.923525107896481,0.8348909799737273,1.15414570644108,1.4231595500891838,0.648722937877018,0.9122971624644669
1,AFG,37.0,1.5637882980450482,1.5637891476383203,0.7434134281078575,0.8036282141825639,602,321261.17503388785,527.5224548996516,0.8676356166112691,609,36.12950681508885,5.174241456197203,0.8653796886425857,1.1338069820683394,1.4954693246674406,0.6304140016376921,0.8978026642446685
2,AGE,35.0,1.2380477061706827,1.246351395045627,0.6586449837125326,0.6909675809912542,398,135918.83402291444,342.36482121640915,0.8645576293343665,397,36.22452050317367,5.183104810723633,0.8657579075169973,0.9618677456318734,1.2131252869594222,0.5670092120181406,0.8809261004770945
3,AGS,5.0,0.8599672810355049,1.0143778498848688,0.5123966942148761,0.782775952814142,11,49.61556999254692,5.512841110282991,0.6891051387853738,9,24.623192331080723,3.746984955327458,0.6780209044282925,0.8149800955487524,0.9764137323458988,0.5018764093600403,0.8413577077601763
4,AGW,15.0,1.5176173491752118,1.5176173598357805,0.7570833333333333,0.9429486763363119,120,11788.075343469514,100.75278071341465,0.8685584544259883,117,36.10343430688401,5.173012975656947,0.8657573800333116,1.2149614409837226,1.5830151087607325,0.6633973922902494,0.912411048107178
5,ALA,18.0,1.1103334271509706,1.113566282149737,0.5763114761954968,0.6196888847080219,323,87752.67213104147,269.17997586209043,0.8282460795756628,326,34.77266681989724,4.976435246978688,0.8314852047949003,0.8246843047869648,1.063312553097555,0.49307409076593606,0.842389933248253
6,ALB,36.0,1.358427935628216,1.358439160754699,0.6901164287120168,0.758153066278181,514,219375.52810410922,432.6933493177697,0.8551251962801772,507,34.98460032460032,5.016445363565994,0.8404738581170416,1.0496633646451359,1.3256313388341372,0.6016328914714033,0.8935329092559693
7,ALD,3.0,1.3749496321041064,1.4122957998523589,0.7008163265306122,0.7673740006500297,70,4511.486738359352,61.80118819670345,0.8583498360653257,73,36.06421335123371,5.1520304787476725,0.8586717464579455,1.0539535470552666,1.3725223959496962,0.6066540844671202,0.9017943957871775
8,ALG,26.0,1.0676934068425445,1.0714976067669566,0.5388444444444445,0.5958910362575283,450,171594.8727388041,379.634674200894,0.8417620270529801,452,35.37986996644631,5.067014712166235,0.8474768859849503,0.8138745513774586,1.070360840974797,0.4806100604686319,0.820126301062596
9,ALT,29.0,1.3103550135396616,1.3105150083758708,0.6802410518626736,0.7313230576111887,296,69720.3908839541,240.41514097915206,0.8318863009659241,290,33.874715386545454,4.872140726492317,0.8196991110454122,1.045320911750694,1.2852526197780694,0.6083286693491293,0.9071445693931995
10,ALU,5.0,1.0738787163602366,1.109211117032909,0.6224103363778124,0.7746397493045596,67,2641.5898889266628,44.02649814877771,0.7462118330301307,60,30.114022727618618,4.338468127646836,0.7315864934714477,0.9365095621441009,1.0930248159238243,0.5662231249518479,0.8909721339293497
11,AMU,16.0,1.457151213053349,1.4579610800783627,0.7148552048891194,0.7488275929701875,343,101208.52346119743,292.5101834138654,0.8478556040981606,346,35.149138592257245,5.033607603242175,0.8418050882216287,1.0659942209622788,1.3948543793004444,0.6035694230284706,0.8865858834965212
12,AND,62.0,1.3794141658246017,1.3812000277694367,0.6947380827256736,0.7088786532586153,1113,1086104.1981453567,972.340374346783,0.8712727368698774,1117,36.36101638425775,5.203818856759667,0.8694936632286083,1.0560376676317516,1.364618923781923,0.603195472096246,0.890581635228554
13,ANG,77.0,1.448829053571858,1.4488293478427967,0.7097169008088549,0.7445508490077126,1044,958651.8538394538,914.7441353429903,0.8736811225816525,1048,36.455729147331475,5.2148886823993,0.870764501382004,1.014390840820623,1.3218940623339832,0.5840518093348451,0.8861671246959617
14,ARI,22.0,1.3420930556410091,1.3550465181061688,0.6599778765355431,0.6896993965998682,227,40322.016300225994,183.28189227375452,0.8369036176883768,220,34.93228670731383,5.011403185590731,0.8401517173258312,1.0263196717083016,1.354755828018453,0.5780320033383723,0.8627757385707114
15,ARK,14.0,1.1276260215892375,1.1302780104664902,0.5723644970414201,0.6293400654246596,325,89446.30658621855,271.8732722985366,0.8288819277394409,329,34.79760993832779,4.975370709283082,0.8302279524356395,0.8331672861351876,1.1043383002176586,0.4903029733560091,0.8236163058840625
16,ARU,6.0,1.3944585628501467,1.4183613003394806,0.7209876543209877,0.8664258198945862,45,1669.4937166050936,37.09986036900208,0.8431786447500472,45,35.590037376590494,5.084291053798643,0.8473818422997738,1.1145059302398923,1.4309332336003349,0.6312244897959184,0.9077411043153096
17,ASK,8.0,1.2167032234554547,1.2167530440535541,0.6627031311930242,0.8776658533564005,87,4363.246547440035,57.41113878210572,0.7654818504280764,76,29.90286004369888,4.343774685254202,0.7410751289779591,1.0527618262931038,1.2654259426617878,0.6090093855869558,0.8944736514620586
18,ASS,118.0,1.48295182105347,1.4829518211456096,0.7299098765432098,0.7620864826535815,1800,2796766.578858997,1560.695635523994,0.8714101817554405,1792,36.501352315542,5.219571026472283,0.8711166667375131,1.1371200309618934,1.475883641505769,0.6363119951499118,0.9058693456157249
