,Assigned_group,number_of_species_in_group,H,Hbc,G,J,FAD,MFAD,APWD,H_Rare,Hbc_Rare,G_Rare,J_Rare,FAD_Rare,MFAD_Rare,APWD_Rare,GroupSize_FAD,GroupSize_Pathways
0,ABT,-1.066952560419137,-0.964796261753551,-1.0151086483117713,-0.5429084649491784,1.0875038871595673,-1.3977304187049073,-1.3644772594477184,0.9713458011562542,-0.8111509229842272,-0.9372155739877902,-0.6823015203803979,-0.19643079258196394,0.29856943595989827,0.5166432188884885,0.8841488741642617,-1.4442885568938564,-1.4655496726413928
1,AFG,-0.07547398927476137,0.4860795381047033,0.4704698700898053,0.1948464774477246,-0.0675042721783399,0.3669784130249942,0.37595273754201386,0.4376388456337846,0.278870337693797,0.49985081255916275,0.1991959320180145,-0.05576333599158969,0.4709907589475294,0.4642869168270051,0.44649917604914485,0.3623562144929764,0.33193030867112355
2,AGE,0.293987219354033,-0.4613689622549467,-0.47098462559111093,-0.05529258712065929,-0.11825789308842977,0.15816911126653188,0.1718699903058356,0.5530807824476706,-0.29848254579775013,-0.4866088184364166,-0.1580824164559989,0.16094232768211267,0.7731387318358305,0.747076582911623,0.6991440212892395,0.1479326969416146,0.15136512278234787
3,AGW,-1.066952560419137,-1.5838902626750475,-1.6281978852051966,-1.512612228307938,-0.6897524594164457,-1.4387547938952445,-1.4301822610301915,-0.7894395836456202,-1.58752830283383,-1.5977207902519217,-1.5923178885295968,-1.5430050895290721,-1.086810006018316,-1.0320714145201335,-0.945046881526009,-1.4596923981578598,-1.4498577522517089
4,ALA,-0.07547398927476137,-1.2458166318894062,-1.2918199796064063,-1.3979423283402508,-1.1977974164896117,-0.19668505146138207,-0.22966560305878944,-1.4013630416406453,-1.4402370951643513,-1.3727762149177105,-1.4804556994180411,-1.4965699876141019,-1.2837157494768947,-1.3111769080768856,-1.3449371842430284,-0.16043720867950148,-0.16576306046071693
5,ALB,0.21277214224098065,0.44534485624579223,0.4643402486524761,0.5277187413686772,0.31126675251453023,0.10139689986482768,0.11242519871863065,0.3357469131069544,0.6946875984687896,0.6458638242717833,0.6989702199095453,0.5201232686900042,0.17597104096951557,0.22739077582000222,0.3026618942885584,0.09364254254570155,0.10088138451312305
6,ALD,-1.3617731756168843,0.8142183584106923,0.969886944187865,0.8666084731464657,0.6381031507313025,-1.1168914204391214,-1.0880417713674528,0.7463849184947267,0.9342857975153215,0.9218743305708405,0.982882428194072,1.0916537383062581,0.9214795361179419,0.866587189636222,0.7752174936698737,-1.1559399903410001,-1.1804191740239924
7,ALG,0.21277214224098065,-0.5842943713329923,-0.6007859444177863,-0.801733079004671,-0.7032958597630736,0.2058480718321018,0.20902671435872971,-0.01953284754044516,-0.6936248102024977,-0.5632799863309432,-0.764892441830158,-0.907519836330675,0.08061553508380885,0.08650602476141495,0.08925952866279298,0.20673374625463292,0.20664013370087478
8,ALT,-0.466710929680607,0.5351055329920874,0.6633470845615876,0.8620838760838445,0.392233059116076,-0.7575240147706976,-0.7402968503570374,0.10057441135608322,0.5700474278341234,0.33514650379158606,0.7432226101234738,1.0873721403953875,-0.507177062127687,-0.3885991311029789,-0.20002352877921417,-0.7799496638571791,-0.7857977756272607
9,AMU,-1.066952560419137,0.7639211710647558,0.8607461356423011,0.7182636276571376,0.14677347954336703,-0.3173649952219602,-0.3128775133710691,-0.32021233590337334,0.7690710238479902,0.9095012305181629,0.7468525674653632,0.6376453330158584,-0.12691634963540255,-0.17897170424988199,-0.25966375888219245,-0.32151423739536716,-0.3604733036107377
10,AND,1.5157652560268409,1.0368331142672775,1.0150307959211329,0.9909316107395403,0.35002719042785024,1.5344829765503287,1.53778712619287,1.3689544533498308,1.1204770521064775,1.1324321341265702,1.0741987379438191,0.9140765683605143,1.3041852048250562,1.3296669828519174,1.3637533986566248,1.52935764487698,1.5281570543265885
