,Genus,identified_compounds_count,identified_Terpenoids_count,mean_identified_as_Terpenoids,expected_total_mean_for_Terpenoids,weigthing_factor_for_Terpenoids,norm_mean_identified_as_Terpenoids,identified_Fatty_acids_count,mean_identified_as_Fatty_acids,expected_total_mean_for_Fatty_acids,weigthing_factor_for_Fatty_acids,norm_mean_identified_as_Fatty_acids,identified_Polyketides_count,mean_identified_as_Polyketides,expected_total_mean_for_Polyketides,weigthing_factor_for_Polyketides,norm_mean_identified_as_Polyketides,identified_Carbohydrates_count,mean_identified_as_Carbohydrates,expected_total_mean_for_Carbohydrates,weigthing_factor_for_Carbohydrates,norm_mean_identified_as_Carbohydrates,identified_Amino_acids_and_Peptides_count,mean_identified_as_Amino_acids_and_Peptides,expected_total_mean_for_Amino_acids_and_Peptides,weigthing_factor_for_Amino_acids_and_Peptides,norm_mean_identified_as_Amino_acids_and_Peptides,identified_Shikimates_and_Phenylpropanoids_count,mean_identified_as_Shikimates_and_Phenylpropanoids,expected_total_mean_for_Shikimates_and_Phenylpropanoids,weigthing_factor_for_Shikimates_and_Phenylpropanoids,norm_mean_identified_as_Shikimates_and_Phenylpropanoids,identified_Alkaloids_count,mean_identified_as_Alkaloids,expected_total_mean_for_Alkaloids,weigthing_factor_for_Alkaloids,norm_mean_identified_as_Alkaloids
0,Acokanthera,21,16,0.7619047619047619,0.3966124434009727,0.52497918747894,0.58838330796139,2,0.09523809523809523,0.0322824081838001,0.52497918747894,0.06533283362074238,1,0.047619047619047616,0.06498406842193527,0.52497918747894,0.05586779391028042,0,0.0,0.014338420258259266,0.52497918747894,0.006811048041346743,1,0.047619047619047616,0.012661412040919001,0.52497918747894,0.031013443162909847,1,0.047619047619047616,0.17373805131645145,0.52497918747894,0.10752819922973496,2,0.09523809523809523,0.3263457990944156,0.52497918747894,0.20501906450380103
1,Adenium,29,29,1.0,0.3966124434009727,0.7109495026250039,0.8255905266551675,0,0.0,0.0322824081838001,0.7109495026250039,0.009331246141990063,0,0.0,0.06498406842193527,0.7109495026250039,0.01878367729881117,0,0.0,0.014338420258259266,0.7109495026250039,0.004144527507221561,0,0.0,0.012661412040919001,0.7109495026250039,0.0036597874478974017,0,0.0,0.17373805131645145,0.7109495026250039,0.05021907014598289,0,0.0,0.3263457990944156,0.7109495026250039,0.09433041554448138
2,Adina,124,55,0.4435483870967742,0.3966124434009727,0.9999695684430994,0.44354695876293293,1,0.008064516129032258,0.0322824081838001,0.9999695684430994,0.008065253117192335,1,0.008064516129032258,0.06498406842193527,0.9999695684430994,0.008066248279626617,0,0.0,0.014338420258259266,0.9999695684430994,4.363404519544222e-07,0,0.0,0.012661412040919001,0.9999695684430994,3.8530648096560093e-07,53,0.4274193548387097,0.17373805131645145,0.9999695684430994,0.42741163492168693,15,0.12096774193548387,0.3263457990944156,0.9999695684430994,0.12097399190951644
3,Aganosma,13,4,0.3076923076923077,0.3966124434009727,0.33181222783183395,0.36710765507237153,0,0.0,0.0322824081838001,0.33181222783183395,0.02157071040455676,0,0.0,0.06498406842193527,0.33181222783183395,0.043421559905276595,0,0.0,0.014338420258259266,0.33181222783183395,0.009580757088777158,0,0.0,0.012661412040919001,0.33181222783183395,0.00846020070412486,9,0.6923076923076923,0.17373805131645145,0.33181222783183395,0.3458057991797094,0,0.0,0.3263457990944156,0.33181222783183395,0.21806027245333745
4,Aidia,5,5,1.0,0.3966124434009727,0.18242552380635635,0.5066857344717877,0,0.0,0.0322824081838001,0.18242552380635635,0.02639327296113976,0,0.0,0.06498406842193527,0.18242552380635635,0.053129315700995626,0,0.0,0.014338420258259266,0.18242552380635635,0.011722726432090647,0,0.0,0.012661412040919001,0.18242552380635635,0.010351647317226246,0,0.0,0.17373805131645145,0.18242552380635635,0.14204379629995217,0,0.0,0.3263457990944156,0.18242552380635635,0.2668119957526129
5,Alafia,17,3,0.17647058823529413,0.3966124434009727,0.4255574831883411,0.3029294295722542,14,0.8235294117647058,0.0322824081838001,0.4255574831883411,0.36900349160800666,0,0.0,0.06498406842193527,0.4255574831883411,0.03732961181695754,0,0.0,0.014338420258259266,0.4255574831883411,0.00823659822025773,0,0.0,0.012661412040919001,0.4255574831883411,0.007273253399174954,0,0.0,0.17373805131645145,0.4255574831883411,0.09980252346417552,0,0.0,0.3263457990944156,0.4255574831883411,0.1874669021827081
6,Alberta,5,5,1.0,0.3966124434009727,0.18242552380635635,0.5066857344717877,0,0.0,0.0322824081838001,0.18242552380635635,0.02639327296113976,0,0.0,0.06498406842193527,0.18242552380635635,0.053129315700995626,0,0.0,0.014338420258259266,0.18242552380635635,0.011722726432090647,0,0.0,0.012661412040919001,0.18242552380635635,0.010351647317226246,0,0.0,0.17373805131645145,0.18242552380635635,0.14204379629995217,0,0.0,0.3263457990944156,0.18242552380635635,0.2668119957526129
7,Alibertia,20,19,0.95,0.3966124434009727,0.5,0.6733062217004864,0,0.0,0.0322824081838001,0.5,0.01614120409190005,0,0.0,0.06498406842193527,0.5,0.032492034210967635,0,0.0,0.014338420258259266,0.5,0.007169210129129633,0,0.0,0.012661412040919001,0.5,0.006330706020459501,0,0.0,0.17373805131645145,0.5,0.08686902565822573,1,0.05,0.3263457990944156,0.5,0.18817289954720778
8,Allamanda,60,21,0.35,0.3966124434009727,0.9820137900379085,0.350838381193856,25,0.4166666666666667,0.0322824081838001,0.9820137900379085,0.409753050687471,0,0.0,0.06498406842193527,0.9820137900379085,0.001168817098827851,0,0.0,0.014338420258259266,0.9820137900379085,0.00025789383728975807,0,0.0,0.012661412040919001,0.9820137900379085,0.0002277308153845232,14,0.23333333333333334,0.17373805131645145,0.9820137900379085,0.23226144007822763,0,0.0,0.3263457990944156,0.9820137900379085,0.005869724062758704
9,Alstonia,445,34,0.07640449438202247,0.3966124434009727,1.0,0.07640449438202247,3,0.006741573033707865,0.0322824081838001,1.0,0.006741573033707865,2,0.0044943820224719105,0.06498406842193527,1.0,0.0044943820224719105,1,0.0022471910112359553,0.014338420258259266,1.0,0.0022471910112359553,0,0.0,0.012661412040919001,1.0,0.0,11,0.024719101123595506,0.17373805131645145,1.0,0.024719101123595506,397,0.8921348314606742,0.3263457990944156,1.0,0.8921348314606742
