,Group,Phylogenetic Diversity,number_of_species_in_group,APWD,r_squared,expected_diversity,APWD_residuals,highlight_high,highlight_low
0,ABT,-0.7385007097709098,-0.7758306895441908,0.2368660402891352,0.6413114009183472,-0.5814364517069325,0.8183024919960676,False,False
1,AFG,0.3691825928408257,0.4611131282587262,0.9819945121609645,0.6413114009183472,0.3026937258298154,0.6793007863311491,False,False
2,AGE,0.5465771888562153,0.4059955480378393,0.8241331344701999,0.6413114009183472,0.44428646745492006,0.3798466670152798,False,False
3,AGS,-0.9058457016297332,-1.3606375673589184,-2.1036915898807504,0.6413114009183472,-0.7150078046497584,-1.3886837852309921,False,True
4,AGW,-0.1329690172554453,-0.4078260557832601,1.030828414667064,0.6413114009183472,-0.09811342828903571,1.1289418429560998,False,False
5,ALA,-0.1474256745288218,-0.2373600847840067,-0.5590211098209632,0.6413114009183472,-0.10965243671460415,-0.4493686731063591,False,False
6,ALB,-0.0345757146385128,0.433913264707048,0.3853186573956721,0.6413114009183472,-0.019577904727362913,0.40489656212303504,False,False
7,ALD,-1.2513469347384405,-1.7447056892362882,0.5280628927168967,0.6413114009183472,-0.9907798288802611,1.5188427215971578,True,False
8,ALG,-0.1942775305972008,0.1145389224482926,-0.1344322268673683,0.6413114009183472,-0.14704863084878772,0.012616403981419416,False,False
9,ALT,-0.14427155534903,0.220928367474343,-0.4535259887601952,0.6413114009183472,-0.10713488323715603,-0.34639110552303914,False,False
10,ALU,-1.1829095744412936,-1.3606375673589184,-1.8351145831793036,0.6413114009183472,-0.9361545263529086,-0.898960056826395,False,False
11,AMU,-0.5173802077877031,-0.3478112764350301,0.0889810837621782,0.6413114009183472,-0.4049425854416633,0.49392366920384145,False,False
12,AND,1.2506958371546515,0.981757459988118,1.1786207476794166,0.6413114009183472,1.006299584434477,0.1723211632449395,False,False
13,ANG,1.1904967604162071,1.204599274217144,1.3151174733658284,0.6413114009183472,0.9582499115010528,0.35686756186477564,False,False
14,ARI,-0.0399348950649968,-0.0465899257343305,-0.2976886174276342,0.6413114009183472,-0.023855493033286487,-0.2738331243943477,False,False
15,ARK,-0.2295782476755851,-0.4715702278899226,-0.5410341247627769,0.6413114009183472,-0.17522494187929377,-0.36580918288348313,False,False
16,ARU,-0.7446799850308468,-1.213130445937304,-0.08440509422108,0.6413114009183472,-0.5863686229509469,0.5019635287298669,False,False
17,ASK,-0.9019672955167786,-0.9708682891234034,-1.6682854552774842,0.6413114009183472,-0.7119121401424745,-0.9563733151350097,False,False
18,ASS,1.847171750854199,1.6504701239951474,1.1862729539896062,0.6413114009183472,1.4823944702489884,-0.2961215162593822,False,False
19,AUT,0.0621139741541596,0.6341746128716227,0.1593499794818758,0.6413114009183472,0.057597829091749236,0.10175215039012656,False,False
20,AZO,-1.0606646912619926,-1.3606375673589184,0.4170639267482189,0.6413114009183472,-0.838581158574015,1.255645085322234,True,False
21,BAH,-0.1302358631697786,-0.3478112764350301,-0.078967511709617,0.6413114009183472,-0.09593188054763872,0.01696436883802173,False,False
22,BAL,-0.5231611265605729,-0.3478112764350301,0.1378684240521973,0.6413114009183472,-0.4095567966777917,0.547425220729989,False,False
23,BAN,1.801597551339997,1.7113299291882984,1.1620326789728843,0.6413114009183472,1.4460180754684757,-0.2839853964955914,False,False
24,BEN,1.0229664843569537,1.1495104228008612,1.488868361799507,0.6413114009183472,0.8245306684955757,0.6643376933039314,False,False
25,BER,-1.6792306604068477,-1.7447056892362882,-0.8126521612320124,0.6413114009183472,-1.332307875252643,0.5196557140206305,False,False
26,BGM,-0.48912678370378,-0.0465899257343305,-0.1269353600606179,0.6413114009183472,-0.382391279673632,0.2554559196130141,False,False
27,BIS,0.1417759728485544,-0.0465899257343305,0.7284130845583,0.6413114009183472,0.12118240862142288,0.6072306759368771,False,False
28,BKN,0.7352659049197241,0.6788568558602504,0.6388243306979974,0.6413114009183472,0.5948939449162703,0.04393038578172703,False,False
29,BLR,-0.5127861878304757,-0.0910936706383567,-0.0401057006357972,0.6413114009183472,-0.4012757325868681,0.3611700319510709,False,False
30,BLT,-0.6727600580773268,-0.1862733238983291,-0.6818701891149934,0.6413114009183472,-0.5289636068818964,-0.15290658223309705,False,False
31,BLZ,0.940224459336712,0.8219889543502039,1.0172640834038256,0.6413114009183472,0.7584876748904454,0.25877640851338013,False,False
