,Group,PD,SR,APWD_Rare,APWD_Rare_loess_prediction,APWD_Rare_residuals,APWD_Rare_highlight_high,APWD_Rare_highlight_low,R2
0,ABT,-0.7385007097709098,-0.7758306895441908,-0.3510157889734323,-0.7767724476652099,0.42575665869177765,False,False,0.6820337691066194
1,AFG,0.3691825928408257,0.4611131282587262,0.8553511100704672,0.4388861315476356,0.41646497852283154,False,False,0.6820337691066194
2,AGE,0.5465771888562153,0.4059955480378393,0.9769856244885226,0.6098674506302885,0.3671181738582341,False,False,0.6820337691066194
3,AGS,-0.9058457016297332,-1.3606375673589184,-2.209552615884036,-0.9268910064249818,-1.2826616094590544,False,True,0.6820337691066194
4,AGW,-0.1329690172554453,-0.4078260557832601,1.1574828891156832,-0.16474463209552628,1.3222275212112096,True,False,0.6820337691066194
5,ALA,-0.1474256745288218,-0.2373600847840067,-0.4033345048059211,-0.18121548638205096,-0.22211901842387013,False,False,0.6820337691066194
6,ALB,-0.0345757146385128,0.433913264707048,-0.0205494881090165,-0.0463244366524011,0.025774948543384604,False,False,0.6820337691066194
7,ALD,-1.2513469347384405,-1.7447056892362882,0.5504049180434762,-1.1751902352921826,1.7255951533356588,True,False,0.6820337691066194
8,ALG,-0.1942775305972008,0.1145389224482926,0.04259697511092,-0.23328318322850153,0.27588015833942153,False,False,0.6820337691066194
9,ALT,-0.14427155534903,0.220928367474343,-0.8252413327231369,-0.1774909921802067,-0.6477503405429302,False,False,0.6820337691066194
10,ALU,-1.1829095744412936,-1.3606375673589184,-1.93628235244111,-1.1329108274654704,-0.8033715249756395,False,False,0.6820337691066194
11,AMU,-0.5173802077877031,-0.3478112764350301,0.0564645276687272,-0.5677722884692529,0.6242368161379801,False,False,0.6820337691066194
12,AND,1.2506958371546515,0.981757459988118,1.1695517426229969,1.0924905298993968,0.07706121272360011,False,False,0.6820337691066194
13,ANG,1.1904967604162071,1.204599274217144,1.260816400647101,1.0621959453682401,0.19862045527886085,False,False,0.6820337691066194
14,ARI,-0.0399348950649968,-0.0465899257343305,-0.1258297440862129,-0.05305733586233553,-0.07277240822387736,False,False,0.6820337691066194
15,ARK,-0.2295782476755851,-0.4715702278899226,-0.456062981372297,-0.2730447257693553,-0.18301825560294172,False,False,0.6820337691066194
16,ARU,-0.7446799850308468,-1.213130445937304,0.0283598684187347,-0.7823921981028747,0.8107520665216095,False,False,0.6820337691066194
17,ASK,-0.9019672955167786,-0.9708682891234034,-1.8627031149757265,-0.923457282222497,-0.9392458327532295,False,False,0.6820337691066194
18,ASS,1.847171750854199,1.6504701239951474,1.3324893486717668,1.3576224002983268,-0.025133051626559988,False,False,0.6820337691066194
19,AUT,0.0621139741541596,0.6341746128716227,-0.5104191371603178,0.07218061472884538,-0.5825997518891632,False,False,0.6820337691066194
20,AZO,-1.0606646912619926,-1.3606375673589184,0.3114571996648106,-1.0525839708272937,1.3640411704921043,True,False,0.6820337691066194
21,BAH,-0.1302358631697786,-0.3478112764350301,0.0263494077956445,-0.16140946425745795,0.18775887205310243,False,False,0.6820337691066194
22,BAL,-0.5231611265605729,-0.3478112764350301,0.266673877312495,-0.5733680065271869,0.8400418838396819,False,False,0.6820337691066194
23,BAN,1.801597551339997,1.7113299291882984,1.2092403249483288,1.3390537028677423,-0.1298133779194135,False,False,0.6820337691066194
24,BEN,1.0229664843569537,1.1495104228008612,1.5478509355523389,0.967322163029105,0.5805287725232339,False,False,0.6820337691066194
25,BER,-1.6792306604068477,-1.7447056892362882,-0.574422996503572,-1.4079961597083661,0.8335731632047941,False,False,0.6820337691066194
26,BGM,-0.48912678370378,-0.0465899257343305,-0.5982053556306238,-0.5402833727793541,-0.057921982851269704,False,False,0.6820337691066194
27,BIS,0.1417759728485544,-0.0465899257343305,0.93758782253349,0.17185993490682905,0.765727887626661,False,False,0.6820337691066194
28,BKN,0.7352659049197241,0.6788568558602504,0.8052391863917809,0.7702486604810627,0.03499052591071827,False,False,0.6820337691066194
29,BLR,-0.5127861878304757,-0.0910936706383567,-0.4747053987995616,-0.56331783931804,0.08861244051847844,False,False,0.6820337691066194
30,BLT,-0.6727600580773268,-0.1862733238983291,-0.916400327934788,-0.7161427787596422,-0.20025754917514582,False,False,0.6820337691066194
31,BLZ,0.940224459336712,0.8219889543502039,1.0467402936139667,0.9134371622081767,0.13330313140578998,False,False,0.6820337691066194
32,BOL,1.6523911644984683,1.685656484757793,1.3546533366160052,1.276276223112741,0.07837711350326426,False,False,0.6820337691066194
33,BOR,1.653523366173444,1.4765469632901145,1.2318121742293957,1.2767635725663218,-0.044951398336926074,False,False,0.6820337691066194
34,BOT,0.3050456994469861,0.0370833440830452,-0.3260790101215118,0.367527928470029,-0.6936069385915409,False,False,0.6820337691066194
35,BRC,-0.4299535387756404,-0.6123776352883421,-0.5859149917816522,-0.4814329379181363,-0.10448205386351589,False,False,0.6820337691066194
36,BRY,-0.2471081507580919,0.0370833440830452,-0.3436372651139788,-0.2933121429572866,-0.050325122156692215,False,False,0.6820337691066194
37,BUL,0.1728491368733148,0.7425575116536355,-0.241442819651764,0.20977764100337906,-0.4512204606551431,False,False,0.6820337691066194
38,BUR,0.7625868551740667,0.5634271192824869,0.8675301282482185,0.7898575910240346,0.07767253722418388,False,False,0.6820337691066194
39,BZC,1.409874915967665,1.444682692005843,1.384321304692092,1.1681880019909634,0.21613330270112852,False,False,0.6820337691066194
40,BZE,1.484716403585402,1.4869659638476924,1.0805606437026916,1.202339255996222,-0.12177861229353049,False,False,0.6820337691066194
41,BZL,1.5305017385344175,1.566940682918563,1.29185577936881,1.2228736788611596,0.0689821005076503,False,False,0.6820337691066194
42,BZN,1.8494895487409813,1.8687789953376424,1.1599290362901475,1.3585588997125337,-0.1986298634223862,False,False,0.6820337691066194
43,BZS,0.7688385016925147,0.8596013411073246,1.4162726685193503,0.7942829086281776,0.6219897598911727,False,False,0.6820337691066194
44,CAB,0.201255213047368,0.4611131282587262,1.18901311644695,0.24418721321433862,0.9448259032326114,False,False,0.6820337691066194
45,CAF,1.2902945074547207,1.4229133206964009,1.3676403426562609,1.1118148658894853,0.2558254767667756,False,False,0.6820337691066194
46,CAL,-0.0397668852614965,0.0370833440830452,-0.5680487082947977,-0.052844333738196386,-0.5152043745566013,False,False,0.6820337691066194
47,CAY,-0.1840408559639587,-0.4715702278899226,-0.1815264469280477,-0.22196029648856294,0.04043384956051524,False,False,0.6820337691066194
48,CBD,1.902878785959765,1.8238450678272684,1.1149974286881268,1.3799171988934467,-0.26491977020531987,False,False,0.6820337691066194
49,CHA,0.6119698841332201,0.4611131282587262,0.0573330772599416,0.6707583597768276,-0.613425282516886,False,False,0.6820337691066194
50,CHC,2.571750269882863,2.345528929111655,1.055648486302753,1.6116438515705094,-0.5559953652677563,False,False,0.6820337691066194
51,CHH,1.5678535907796654,1.2947602093750512,1.1520387501838243,1.2394336325725182,-0.08739488238869386,False,False,0.6820337691066194
52,CHI,0.1697057670206973,0.5875361130708013,-0.0082530979835763,0.20598205513296303,-0.21423515311653932,False,False,0.6820337691066194
53,CHM,-0.1583073156335223,0.220928367474343,-0.1951029976264683,-0.19297056193474646,-0.0021324356917218346,False,False,0.6820337691066194
54,CHN,0.8470867279739338,1.0914737743627525,-0.0394469630715814,0.8506869215512246,-0.890133884622806,False,False,0.6820337691066194
55,CHQ,0.0132368605440539,0.3478443658847058,0.0437237129143828,0.0123069935519323,0.031416719362450496,False,False,0.6820337691066194
56,CHS,2.267053046174749,2.0939710691392035,0.9636534588689504,1.5143275020549833,-0.550674043186033,False,False,0.6820337691066194
57,CHT,1.094321223322122,1.1495104228008612,-0.1309991334398554,1.0104329898359006,-1.141432123275756,False,True,0.6820337691066194
58,CHX,-0.0491812737650045,0.1866512807783093,-0.1565721682471406,-0.06476514463791166,-0.09180702360922893,False,False,0.6820337691066194
59,CKI,-0.8841991460483198,-1.5340381556825426,-0.2518433611860062,-0.9073889789671993,0.6555456177811931,False,False,0.6820337691066194
60,CLC,-0.7715598349487119,-0.9708682891234034,-1.0136272429241286,-0.8067152778362333,-0.20691196508789533,False,False,0.6820337691066194
61,CLM,1.8846344886448885,1.816176128021224,1.279145371105186,1.3726648118112448,-0.09351944070605889,False,False,0.6820337691066194
62,CLN,-0.8743459233620694,-1.213130445937304,0.4467393123930329,-0.8985815442754502,1.3453208566684831,True,False,0.6820337691066194
63,CLS,-1.16981538538618,-1.5340381556825426,-2.3254807234831048,-1.124717375228956,-1.2007633482541487,False,True,0.6820337691066194
64,CMN,1.5211431950754806,1.7113299291882984,1.3309763665587175,1.2186976458307208,0.11227872072799672,False,False,0.6820337691066194
65,CNT,-0.5786479220544717,-0.7758306895441908,-1.225705199184435,-0.6266650903137696,-0.5990401088706654,False,False,0.6820337691066194
66,CNY,-0.8516857509688187,-0.9708682891234034,-0.4520042847872375,-0.8784175164828962,0.42641323169565876,False,False,0.6820337691066194
67,COL,-0.2441315092787649,-0.0910936706383567,-0.7156641406837503,-0.28988812148633497,-0.4257760191974153,False,False,0.6820337691066194
68,COM,0.2005744948053958,-0.1375911635537256,0.4787934458167277,0.24335643103642443,0.2354370147803033,False,False,0.6820337691066194
69,CON,1.3059815270387394,1.497286990686708,1.3097081499184526,1.1193646874492387,0.19034346246921396,False,False,0.6820337691066194
70,COO,-0.8636777676002957,-1.3606375673589184,-1.3357014513801355,-0.8890917541161242,-0.44660969726401134,False,False,0.6820337691066194
71,COR,-0.3640957800078013,-0.0039131215192864,0.6989334751506038,-0.4154543020382807,1.1143877771888846,False,False,0.6820337691066194
