,Genus,FAD,MFAD,APWD,N,MFAD_minmax,APWD_minmax,FAD_minmax
0,Acokanthera,164.0720505269872,8.20360252634936,0.8635371080367747,20,0.04098294581252466,0.9082028205214355,0.0017328941146944887
1,Adenium,172.4935375707863,5.948053019682286,0.4248609299773061,29,0.029714839768588956,0.44683649532095987,0.0018218400703786041
2,Adina,4519.395095674552,41.846250885875484,0.7821729137546819,108,0.20905237997632753,0.8226301334316481,0.047732890142586415
3,Afrocanthium,0.0,0.0,0.0,1,0.0,0.0,0.0
4,Aganosma,27.677796213836988,3.075310690426332,0.768827672606583,9,0.015363407841567677,0.8085946211896822,0.0002923269990995964
5,Aidia,5.994266898001324,1.1988533796002647,0.5994266898001324,5,0.005989142323206132,0.6304315185828978,6.33101725497477e-05
6,Alafia,84.88363834264499,4.993155196626176,0.624144399578272,17,0.02494443242460695,0.6564277305909412,0.0008965229412649432
7,Alberta,4.935655130046826,1.2339137825117066,0.8226091883411377,4,0.006164294469847776,0.8651579394622311,5.212934012556259e-05
8,Alibertia,138.9859177727294,6.618377036796638,0.6618377036796639,21,0.033063594511641634,0.69607068835275,0.0014679397140475146
9,Allamanda,1103.4070890643275,20.43346461230236,0.7710741363132966,54,0.10207997892125875,0.8109572812950188,0.011653951081919606
10,Alstonia,68105.0963354127,166.51612795944425,0.8162555292129621,409,0.8318688560488047,0.8584756427929429,0.7193115478307847
11,Alyxia,65.82680680684561,5.063600523603508,0.8439334206005847,13,0.02529635793647623,0.8875851492523391,0.0006952487382118203
12,Amaioua,0.0,0.0,0.0,1,0.0,0.0,0.0
13,Amalocalyx,1.0853878289819237,0.36179594299397455,0.36179594299397455,3,0.0018074331952686166,0.38050952625228357,1.1463635487961628e-05
14,Amsonia,934.7184801571426,19.473301669940472,0.8286511348910839,48,0.09728326848683422,0.8715124004888986,0.009872297859129055
15,Anodendron,1502.6607175347526,23.47907371148051,0.7453674194120796,64,0.11729500576792082,0.7839209066230493,0.015870783021452287
16,Anthocleista,196.678263883336,8.939921085606182,0.8514210557720173,22,0.04466139116843432,0.8954600758981561,0.0020772740078341544
17,Antirhea,0.4918032786885246,0.2459016393442623,0.4918032786885246,2,0.0012284570745703274,0.5172413793103449,5.194321668373478e-06
18,Antonia,21.003634742940182,2.33373719366002,0.583434298415005,9,0.011658710260674188,0.6136119345399191,0.0002218359246217076
19,Apocynum,926.2735854114858,19.707948625776293,0.856867331555491,47,0.0984555002527207,0.9011880556014646,0.009783104676274574
20,Apteranthes,0.0,0.0,0.0,1,0.0,0.0,0.0
21,Araujia,298.8554900750255,8.789867355147809,0.5327192336453217,34,0.04391176393032881,0.5602736767649072,0.0031564481472117958
22,Argostemma,0.0,0.0,0.0,1,0.0,0.0,0.0
23,Asclepias,24532.1539422598,95.08586799325504,0.7399678443054867,258,0.47502288939376264,0.7782420431488739,0.2591033942147796
24,Asperula,7.89077903324495,1.57815580664899,0.789077903324495,5,0.007884033106172254,0.8298922776343827,8.334073050922045e-05
25,Aspidosperma,4967.103905973243,44.34914201761824,0.7990836399570854,112,0.22155613686818035,0.8404155523686588,0.05246149541064735
26,Baroniella,7.0331443669186555,1.406628873383731,0.7033144366918656,5,0.007027131642599411,0.7396927696242034,7.428257550316503e-05
27,Bathysa,0.0,0.0,0.0,1,0.0,0.0,0.0
28,Beaumontia,74.91571552044407,4.994381034696271,0.7134830049566102,15,0.024950556375034863,0.7503872983164349,0.00079124385967341
29,Benkara,0.0,0.0,0.0,1,0.0,0.0,0.0
30,Blackstonia,15.393761366081398,1.9242201707601747,0.5497771916457642,8,0.009612875652658458,0.5782139429377865,0.00016258563471726782
31,Boucerosia,7.1606066025249016,1.0229438003607003,0.34098126678690005,7,0.0051103463636599,0.35861822886208455,7.562880453619303e-05
32,Bousigonia,3.796756500945188,0.949189125236297,0.6327927501575313,4,0.004741888257073782,0.6655234096484381,4.0100534943541496e-05
33,Bouvardia,2.156648437601003,0.7188828125336677,0.7188828125336677,3,0.0035913411524989276,0.7560664062854091,2.2778062278005884e-05
34,Breonadia,0.8823529411764706,0.4411764705882353,0.8823529411764706,2,0.0022039965161408815,0.9279918864097363,9.319224169728887e-06
35,Breonia,52.24099103344999,4.353415919454165,0.7915301671734847,12,0.021748470644855595,0.8324713827169408,0.0005517582404614528
36,Buchozia,0.0,0.0,0.0,1,0.0,0.0,0.0
37,Burchellia,0.0,0.0,0.0,1,0.0,0.0,0.0
38,Callichilia,122.58364799733928,6.4517709472283835,0.7168634385809315,19,0.03223127623209538,0.7539425819558072,0.0012947024279277213
39,Calotropis,1273.70585807322,21.96044582884862,0.7705419589069692,58,0.10970835782594794,0.8103975774711227,0.013452610473372054
40,Calycophyllum,50.621739350168426,3.8939799500129557,0.6489966583354926,13,0.0194532546858356,0.682565451008018,0.0005346560484479129
41,Canscora,230.12364379445992,8.218701564087855,0.6087927084509521,28,0.04105837645942283,0.6402819864742773,0.0024305169997121336
42,Canthium,47.44534536946958,3.3889532406763982,0.5213774216425229,14,0.016930279907847633,0.5483452193136878,0.0005011076505494016
43,Caralluma,144.2050184869808,6.0085424369575335,0.5224819510397856,24,0.030017028289115174,0.5495068795418434,0.0015230627461707488
44,Carapichea,1961.7803886641677,28.431599835712575,0.8362235245797817,69,0.1420364665021036,0.8794764655063221,0.020719907375571143
45,Carissa,1143.0092844460291,21.980947777808254,0.8619979520709119,52,0.10981077993386518,0.906584053040097,0.012072221049811815
46,Cascabela,1784.5842365222943,25.863539659743395,0.7606923429336293,69,0.12920714295833086,0.8000384986026101,0.018848399289904505
47,Catharanthus,39379.99168765256,130.39732346904822,0.8664273984654366,302,0.6514292257170566,0.9112426087308902,0.415923099717867
48,Catunaregam,472.2718279527186,13.493480798649102,0.7937341646264178,35,0.06740972525389607,0.8347893800381291,0.004988034638237554
49,Centaurium,875.8553170498628,19.040332979344843,0.8462370213042153,46,0.0951202757859803,0.8900079017165022,0.009250597645148191
50,Cephalanthus,344.72135170533375,11.490711723511124,0.7924628774835258,30,0.05740444084162146,0.8334523366637082,0.0036408736263184864
51,Cerbera,1668.5198639725977,25.280603999584812,0.7778647384487635,66,0.12629495645298358,0.8180991214719754,0.017622552063207012
52,Ceriscoides,0.0,0.0,0.0,1,0.0,0.0,0.0
53,Ceropegia,147.16985778940023,5.6603791457461625,0.452830331659693,26,0.02827770007912503,0.47625259019381505,0.0015543767485354139
54,Chassalia,3.4478404661628215,0.8619601165407054,0.5746400776938035,4,0.004306116079525034,0.6043628403331383,3.6415357966385066e-05
55,Chimarrhis,263.4416035164628,9.757096426535659,0.7505458789642815,27,0.048743774805266545,0.7893672175313995,0.0027824142066431223
56,Chiococca,206.78213544998442,8.990527628260192,0.8173206934781994,23,0.04491420756082863,0.8595959017615545,0.0021839889511608003
57,Chione,21.22630457479039,2.653288071848799,0.7580823062425139,8,0.013255098711125263,0.7972934600136784,0.00022418771604440193
58,Chironia,147.67393477079733,6.712451580490788,0.6392811029038845,22,0.03353356510250972,0.6723473668471889,0.0015597007024423125
59,Chonemorpha,5.03391821719995,1.2584795542999876,0.8389863695333251,4,0.006287018320839858,0.8823822162333246,5.316717396059077e-05
60,Ciliosemina,46.80250234414252,3.9002085286785433,0.7091288233960987,12,0.019484370954709052,0.7458079004683107,0.000494318079189236
61,Cinchona,2479.1405964033947,30.989257455042434,0.7845381634187958,80,0.15481382172906777,0.8251177235956301,0.02618415589497975
62,Coccochondra,524.7427984737617,14.182237796588154,0.787902099810453,37,0.0708505661081268,0.8286556566972005,0.005542221873151568
63,Coelospermum,34.21031217361191,3.421031217361191,0.760229159413598,10,0.017090532671926065,0.7995513573143014,0.00036132204380393375
64,Coffea,49581.33734671015,149.7925599598494,0.9078336967263599,331,0.748322502002753,0.9547906120742751,0.5236675436848018
65,Comastoma,0.2195121951219512,0.1097560975609756,0.2195121951219512,2,0.0005483113284057802,0.23086627417998315,2.318441134908162e-06
66,Coprosma,79.4044708096553,4.962779425603456,0.6617039234137941,16,0.024792683412652835,0.695929988417956,0.0008386531386943878
67,Coptosperma,0.9148936170212766,0.4574468085106383,0.9148936170212766,2,0.00228527865716168,0.9622157006603081,9.662911869605413e-06
68,Cordiera,765.9702782809736,17.813262285604036,0.8482505850287637,43,0.08899016750877013,0.8921256152888721,0.008090015228070013
69,Corynanthe,30.886087824074718,3.088608782407472,0.6863575072016604,10,0.015429841457935918,0.7218587575741601,0.0003262122929796177
70,Coussarea,431.1002075051184,13.063642651670255,0.816477665729391,33,0.06526237188941886,0.858709269129187,0.0045531887364710835
71,Coutarea,57.37110901159876,3.5856943132249226,0.47809257509665637,16,0.017913144288399508,0.5028215013947592,0.0006059414558443809
72,Coutoubea,3.955447767013188,0.988861941753297,0.659241294502198,4,0.004940082755688768,0.6933399821488635,4.1776598356776054e-05
73,Craspidospermum,0.8202247191011236,0.4101123595505618,0.8202247191011236,2,0.0020488087464650443,0.8626501356063542,8.663039097103782e-06
74,Crioceras,41.13528403469207,3.7395712758810973,0.7479142551762195,11,0.018681871344845554,0.7865994752715412,0.00043446212429873384
75,Crossopteryx,54.85633429268543,4.219718022514264,0.7032863370857106,13,0.021080552660294877,0.739663216590144,0.0005793809399235379
76,Crucianella,28.94240136024833,2.894240136024833,0.6431644746721851,10,0.01445882906712738,0.6764316026724705,0.0003056834897912765
77,Cruciata,107.26442241292067,5.9591345784955925,0.7010746562935991,18,0.029770200193829616,0.7373371385156818,0.0011329040242894991
78,Cruckshanksia,1.8220957125066715,0.6073652375022238,0.6073652375022238,3,0.0030342299662879557,0.6387806808213043,1.924458752402509e-05
79,Cryptolepis,1290.474056152123,23.463164657311328,0.8690060984189381,55,0.1172155285013358,0.9139546897164693,0.013629712616434397
80,Cryptostegia,275.7814931177613,9.509706659233148,0.6792647613737962,29,0.0475078834520023,0.7143991455827856,0.002912745497057223
81,Curtia,7.006378497421447,1.1677297495702412,0.46709189982809646,6,0.005833657212986252,0.49125182568127385,7.399988008016388e-05
82,Cyclocotyla,0.0,0.0,0.0,1,0.0,0.0,0.0
83,Cynanchum,5195.299867541829,44.02796497916805,0.7526147859686846,118,0.21995162456754735,0.7915431369670648,0.05487165264052978
84,Cyrtophyllum,10.696077910302009,1.7826796517170014,0.7130718606868006,6,0.008905778081366892,0.7499548879637041,0.0001129697008207217
85,Damnacanthus,124.77495675132104,6.238747837566052,0.6567102986911634,20,0.03116707126457462,0.6906780727613959,0.0013178465650982927
86,Debia,1.0779340709683347,0.2694835177420837,0.17965567849472244,4,0.0013462656643248017,0.18894821358927705,1.1384910480548006e-05
87,Decalepis,20.603445950379953,2.575430743797494,0.7358373553707126,8,0.01286614487695474,0.7738979082347149,0.00021760921567788143
88,Deppea,0.0,0.0,0.0,1,0.0,0.0,0.0
89,Desmidorchis,237.9925793441209,7.67717997884261,0.5118119985895073,31,0.038353083301552786,0.5382850329993094,0.0025136270239918316
90,Dimetia,355.2130478838236,11.840434929460788,0.8165817192731577,30,0.0591515619573486,0.8588187047528038,0.003751684690740926
91,Dioecrescis,7.317555957577405,1.463511191515481,0.7317555957577405,5,0.007311300086182171,0.7696050231245202,7.72864702556255e-05
92,Diplorhynchus,2.210631364168222,0.7368771213894073,0.7368771213894073,3,0.0036812357789633306,0.7749914552543766,2.33482184712262e-05
93,Diplospora,1336.715162439058,21.913363318673085,0.7304454439557695,61,0.1094731465322457,0.7682271048500334,0.014118101349824498
94,Dischidanthus,73.47600035209196,4.898400023472798,0.6997714319246853,15,0.024471061595836507,0.7359665059897552,0.00077603789415972
95,Dischidia,36.79759562279208,3.679759562279208,0.8177243471731573,10,0.0183830684457988,0.8600204340959069,0.00038864838151794507
96,Diyaminauclea,0.0,0.0,0.0,1,0.0,0.0,0.0
97,Dolichopentas,49.27535444306389,4.106279536921991,0.746596279440362,12,0.020513845132333765,0.7852133283769325,0.0005204358173107932
98,Dunnia,0.8255813953488372,0.4127906976744186,0.8255813953488372,2,0.002062188988358174,0.8682838813151564,8.719615172761836e-06
99,Duroia,6.509039436510763,1.3018078873021526,0.6509039436510763,5,0.006503474776143643,0.6845713890123388,6.874709065690955e-05
100,Dyera,2.2071066410049465,0.7357022136683155,0.7357022136683155,3,0.003675366262575431,0.7737557764442627,2.331099109455876e-05
101,Echites,0.0,0.0,0.0,1,0.0,0.0,0.0
102,Emmenopterys,0.28395061728395066,0.14197530864197533,0.28395061728395066,2,0.0007092696607498641,0.2986377181779481,2.9990260496823007e-06
103,Enicostema,0.0,0.0,0.0,1,0.0,0.0,0.0
104,Eumachia,93.55824575287699,4.677912287643849,0.4924118197519841,20,0.023369565405500576,0.5178813966357074,0.0009881423004439991
105,Eustoma,140.39323971579864,7.0196619857899325,0.7389117879778876,20,0.03506830393864655,0.7771313632181232,0.0014828035492028139
106,Exacum,10.411246410845877,1.7352077351409794,0.6940830940563918,6,0.00866862142020457,0.7299839437489638,0.0001099613710808191
107,Exallage,31.378604252138086,3.4865115835708984,0.8716278958927246,9,0.01741765460299687,0.9167120974044173,0.00033141414678006725
108,Exostema,86.00143585578142,4.777857547543412,0.5621008879462838,18,0.023868864482647023,0.5911750718055743,0.0009083288809463983
109,Fadogia,17.754405311239122,2.2193006639048902,0.6340859039728258,8,0.011087016778101854,0.666883450730041,0.00018751825417508424
110,Fagraea,286.27464546686235,10.22409448095937,0.7573403319229163,28,0.051076768864587244,0.7965131077120327,0.0030235719412440654
111,Faramea,70.38921306127747,5.027800932948391,0.773507835838214,14,0.025117513010821088,0.8135168618298458,0.0007434359030687004
112,Feretia,6.115233134872138,1.2230466269744276,0.6115233134872138,5,0.006110005144506855,0.6431538297020697,6.458779222523104e-05
113,Forsteronia,0.3367231638418078,0.11224105461393592,0.11224105461393592,3,0.0005607254915640779,0.11804662640431192,3.556398466579776e-06
114,Frasera,46.5645781989272,3.5818906306867078,0.596981771781118,13,0.017894142134790653,0.6278601392870379,0.000491805174951963
115,Funastrum,1.0410972272879744,0.2602743068219936,0.17351620454799574,4,0.001300258975080422,0.18249118064530587,1.0995847569390463e-05
116,Funtumia,23.63266628084773,2.625851808983081,0.6564629522457702,9,0.013118034674842136,0.6904179325343446,0.0002496031967728948
117,Galianthe,0.19999999999999996,0.09999999999999998,0.19999999999999996,2,0.0004995725436585998,0.21034482758620685,2.112357478471881e-06
118,Galium,6562.190098737277,50.86969068788587,0.7948389169982167,129,0.2541310077207333,0.8359512747739866,0.0693084566511091
119,Gardenia,29949.188422036503,112.16924502635395,0.8433777821530372,267,0.560366750580804,0.8870007708850908,0.3163169606872614
120,Gardneria,286.42096976110247,9.876585164175948,0.7054703688697105,29,0.049340707731281686,0.7419602155353852,0.0030251173873301665
121,Geissospermum,105.4894631662226,6.205262539189565,0.7756578173986957,17,0.030999787907723533,0.8157780493331109,0.0011141572820957718
122,Gelsemium,6486.728177626398,49.14188013353332,0.7502577119623407,132,0.24549934058475256,0.7890641453397031,0.068511443884117
123,Geniostoma,1.6802785182461624,0.5600928394153875,0.5600928394153875,3,0.002798070044717128,0.5890631586954937,1.7746744469664663e-05
124,Genipa,162.22218728543197,7.373735785701453,0.702260551019186,22,0.036837159427293195,0.7385843726236268,0.0017133562524322416
125,Gentiana,49657.63545070438,144.3535914264662,0.8417119033613191,344,0.7211509085517398,0.8852487259489735,0.524473388037629
126,Gentianella,2086.6670167475904,28.19820292902149,0.7725535049046984,74,0.14087047963852647,0.8125131689514932,0.022038933389536913
127,Gentianopsis,364.4991835559929,11.390599486124778,0.7348773862015986,32,0.056904307590796954,0.7728882854878881,0.0038497628814069826
128,Gomphocarpus,463.4035735610846,12.52442090705634,0.6958011615031301,37,0.06256856810389085,0.731790876753292,0.004894370020811758
129,Gongronemopsis,304.1936346050784,8.4498231834744,0.48284703905568,36,0.04221299661233714,0.5078218859033876,0.003212828494807901
130,Gonioma,26.67854738100101,2.9642830423334456,0.7410707605833614,9,0.014808744195825724,0.7794020068204318,0.0002817731453751195
131,Guettarda,480.42449517595855,12.984445815566447,0.7213581008648027,37,0.06486672624079794,0.7586697267716028,0.005074141376130071
132,Guettardella,0.0,0.0,0.0,1,0.0,0.0,0.0
133,Gymnema,4917.225936937285,39.97744664176655,0.6553679777338778,123,0.19971634707803265,0.689266321409768,0.051934694906126885
134,Gynochthodes,1128.808585455627,20.523792462829583,0.7601404615862808,55,0.10253123206176974,0.7994580716683298,0.011922236286252297
135,Halenia,833.0770697157604,17.00157285134205,0.7083988688059187,49,0.08493518995541943,0.7450401896062249,0.008798782891787637
