,InChIKey,mean_ic50_μM
0,AAAIJRIEGUHNCI-MOAHKDJASA-N,0.0033750159104091
1,AAALVYBICLMAMA-UHFFFAOYSA-N,10.520298430521024
2,AAAUIKUIDRZZQT-UHFFFAOYSA-N,0.3090295432513592
3,AAAXOVPKTNLBSX-UHFFFAOYSA-N,0.5495408738576248
4,AABBINXXJQWRGP-UHFFFAOYSA-N,3.388441561392028
5,AACBAPLETQGBHQ-UHFFFAOYSA-N,6.687425999767956
6,AACFSBCTWSPSLM-UHFFFAOYSA-N,4.651672979053544
7,AACPKDTWSSRCPO-UHFFFAOYSA-N,0.0301995172040201
8,AACQIBKRHKPACE-UHFFFAOYSA-N,4.073802778041131
9,AACSJUIJKVSDNE-DHZHZOJOSA-N,1.1220184543019631
10,AADWWXGOTIQUPE-YLMJSOLMSA-N,0.012567806242181
11,AAENOPRXQVWHKE-UHFFFAOYSA-N,6.760829753919819
12,AAEWXNMZOKZSRX-UHFFFAOYSA-N,11.748975549395302
13,AAEXBEQXHOMNGV-NESVLQIZSA-N,7.079457843841373
14,AAFOFNDUUANQHB-UHFFFAOYSA-N,0.3548133892335753
15,AAFSIPPWGBQMKB-UHFFFAOYSA-N,15.305662832529627
16,AAFWDLXSULBEEM-UHFFFAOYSA-N,0.5754399373371567
17,AAGZOPBKEAOMMP-JOOVIRKESA-N,1.3908444567567273
18,AAGZOPBKEAOMMP-LZYHUGFISA-N,1.3908444567567273
19,AAHILKARUXRHIK-UHFFFAOYSA-N,64.56542290346549
20,AAHYIZAYSSTERZ-UHFFFAOYSA-N,0.7943282347242822
21,AAIGDVGFCISILK-UHFFFAOYSA-N,0.0537031796370253
22,AAIMDHDMLJFOFH-UHFFFAOYSA-N,0.1318256738556407
23,AAIPJLQNAACFRF-UHFFFAOYSA-N,0.015135612484362
24,AAISRHFOKUYKJW-MXZQHQKXSA-N,0.3489898801826295
25,AAJIHHYEPHRIET-IYWVPRTKSA-N,12.882495516931348
26,AAKDMQJDOHXTQU-UHFFFAOYSA-N,0.9772372209558112
