,Group,PD,group_age,SR,H,Hbc,G,J,FAD,MFAD,APWD,H_Rare,Hbc_Rare,G_Rare,J_Rare,FAD_Rare,MFAD_Rare,APWD_Rare,GroupSize_FAD,GroupSize_Pathways,predicted PD,PD'
0,ABT,-0.7222733028192467,0.2987978301436279,-1.066952560419137,-0.964796261753551,-1.0151086483117713,-0.5429084649491784,1.0875038871595673,-1.397730418704907,-1.3644772594477184,0.9713458011562542,-0.8111509229842272,-0.9372155739877902,-0.6823015203803979,-0.1964307925819639,0.2985694359598982,0.5166432188884885,0.8841488741642617,-1.4442885568938564,-1.4655496726413928,-0.6761975019101294,-0.04607580090911734
1,AFG,-0.3531696720309806,0.2987978301436279,-0.0754739892747613,0.4860795381047033,0.4704698700898053,0.1948464774477246,-0.0675042721783399,0.3669784130249942,0.3759527375420138,0.4376388456337846,0.278870337693797,0.4998508125591627,0.1991959320180145,-0.0557633359915896,0.4709907589475294,0.4642869168270051,0.4464991760491448,0.3623562144929764,0.3319303086711235,-0.2006138365987766,-0.152555835432204
2,AGE,0.2776821779743274,0.2987978301436279,0.293987219354033,-0.4613689622549467,-0.4709846255911109,-0.0552925871206592,-0.1182578930884297,0.1581691112665318,0.1718699903058356,0.5530807824476706,-0.2984825457977501,-0.4866088184364166,-0.1580824164559989,0.1609423276821126,0.7731387318358305,0.747076582911623,0.6991440212892395,0.1479326969416146,0.1513651227823478,0.1737943518560338,0.10388782611829361
3,AGW,-0.6291571380396415,0.2987978301436279,-1.066952560419137,-1.5838902626750475,-1.6281978852051966,-1.512612228307938,-0.6897524594164457,-1.4387547938952443,-1.4301822610301915,-0.7894395836456202,-1.58752830283383,-1.5977207902519217,-1.5923178885295968,-1.543005089529072,-1.086810006018316,-1.0320714145201335,-0.945046881526009,-1.4596923981578598,-1.4498577522517089,-0.6761975019101294,0.04704036387048793
4,ALA,-0.1695284397282211,0.2987978301436279,-0.0754739892747613,-1.2458166318894062,-1.2918199796064065,-1.3979423283402508,-1.1977974164896117,-0.196685051461382,-0.2296656030587894,-1.4013630416406453,-1.4402370951643513,-1.3727762149177103,-1.4804556994180411,-1.496569987614102,-1.2837157494768947,-1.3111769080768856,-1.3449371842430284,-0.1604372086795014,-0.1657630604607169,-0.2006138365987766,0.031085396870555504
5,ALB,-0.2501538726673082,0.2987978301436279,0.2127721422409806,0.4453448562457922,0.4643402486524761,0.5277187413686772,0.3112667525145302,0.1013968998648276,0.1124251987186306,0.3357469131069544,0.6946875984687896,0.6458638242717833,0.6989702199095453,0.5201232686900042,0.1759710409695155,0.2273907758200022,0.3026618942885584,0.0936425425457015,0.100881384513123,0.09004615202567255,-0.3402000246929808
6,ALD,-0.7008203202862936,0.2987978301436279,-1.3617731756168845,0.8142183584106923,0.969886944187865,0.8666084731464657,0.6381031507313025,-1.1168914204391214,-1.0880417713674528,0.7463849184947267,0.9342857975153216,0.9218743305708405,0.982882428194072,1.091653738306258,0.921479536117942,0.866587189636222,0.7752174936698737,-1.155939990341,-1.1804191740239924,-0.7799624057818725,0.07914208549557888
7,ALG,-0.1907919687259829,0.2987978301436279,0.2127721422409806,-0.5842943713329923,-0.6007859444177863,-0.801733079004671,-0.7032958597630736,0.2058480718321018,0.2090267143587297,-0.0195328475404451,-0.6936248102024977,-0.5632799863309432,-0.764892441830158,-0.907519836330675,0.0806155350838088,0.0865060247614149,0.0892595286627929,0.2067337462546329,0.2066401337008747,0.09004615202567255,-0.28083812075165543
8,ALT,-0.6838317264613917,0.2987978301436279,-0.466710929680607,0.5351055329920874,0.6633470845615876,0.8620838760838445,0.392233059116076,-0.7575240147706976,-0.7402968503570374,0.1005744113560832,0.5700474278341234,0.335146503791586,0.7432226101234738,1.0873721403953875,-0.507177062127687,-0.3885991311029789,-0.2000235287792141,-0.7799496638571791,-0.7857977756272607,-0.45407105013313004,-0.22976067632826164
9,AMU,-0.8008158918721604,0.2987978301436279,-1.066952560419137,0.7639211710647558,0.8607461356423011,0.7182636276571376,0.146773479543367,-0.3173649952219602,-0.3128775133710691,-0.3202123359033733,0.7690710238479902,0.9095012305181628,0.7468525674653632,0.6376453330158584,-0.1269163496354025,-0.1789717042498819,-0.2596637588821924,-0.3215142373953671,-0.3604733036107377,-0.6761975019101294,-0.124618389962031
