,Assigned_group,number_of_species_in_group,Animal Richness,Bio1,H,Hbc,G,J,H_minmax,Hbc_minmax,G_minmax,J_minmax,FAD,MFAD,APWD,N,MFAD_minmax,APWD_minmax,FAD_minmax
0,0,49.0,476.44592820988083,19.16957115915325,1.1887074150555341,1.1906377110218638,0.6397074135776759,0.7385854439440557,0.6981777982477327,0.6993115111014334,0.8137081460049526,0.8066647419615837,63890.20643748369,165.51866952715983,0.8598372442969342,386,0.15281594631237214,0.8196185835961227,0.025023120398484318
1,1,161.0,485.5553289478342,21.221647801210608,1.4216172098883542,1.4216172098883544,0.7017652612767896,0.7305667276459352,0.8349755044680751,0.8349754673918379,0.8926457589269138,0.7979068984831837,1678396.0420495993,856.7616345327204,0.8751395654062517,1959,0.8108016546027144,0.8836090859243115,0.6581468992463066
2,10,37.0,497.9900731628295,20.45492126595343,1.3355987943646799,1.3416217517320517,0.6851625,0.6863620064950465,0.7844532757022422,0.7879907765772629,0.8715270383831837,0.7496275961045056,67941.62362526546,171.1375909956309,0.8643312676547015,397,0.15816452880713938,0.8384114719484028,0.026611871893238073
3,100,124.0,510.3308167890385,20.943760891785264,1.4206055549407526,1.420605557961442,0.7030394527270136,0.7300468398453126,0.8343813170213097,0.8343812817456344,0.8942665310808873,0.7973390898945136,614547.4614888255,515.9928308050592,0.8672148416891751,1191,0.48642800592161123,0.8504698616298305,0.24096176520114942
4,101,69.0,520.4208568127998,21.98739601381957,1.4344764544654023,1.4346375863273018,0.7100312679279966,0.7371750721182074,0.8425282789794658,0.8426228810747248,0.9031601234696056,0.8051243687599504,141179.71041302837,247.68370247899713,0.8705929788365453,570,0.23102783437560773,0.8645963912882695,0.05533197512226926
5,102,225.0,477.61757174532966,20.35103923187029,1.3570779189300737,1.3570779189300737,0.6876310931272268,0.6974000930047558,0.797068867821397,0.7970688324283653,0.8746670900601874,0.7616831209988991,2223411.6160794673,983.3753277662395,0.8702436528904773,2261,0.9313236777394605,0.8631355970332368,0.8718731752060835
6,103,171.0,476.29900446370647,20.894737845495854,1.3263122013433235,1.3263666216109407,0.6870099036795811,0.681589641735109,0.7789988695239394,0.7790307982410424,0.8738769367759934,0.744415337429241,941385.8280803406,639.5284158154489,0.8695151812582581,1472,0.6040200155581493,0.8600893097840978,0.36913048231849316
7,104,38.0,469.9965065947333,19.788462577036444,1.3204037664328803,1.329291915950047,0.6923966177830625,0.7369313733844816,0.7755285975086255,0.7807489464113545,0.8807288397759738,0.8048582070344937,48874.03515152162,144.59773713467933,0.8581468079209457,338,0.13290156712118587,0.8125495989577414,0.01913457239903407
8,105,45.0,493.96086146742925,20.720659758140293,1.3299988634181195,1.3394642218086763,0.6823905130377051,0.6834842112642241,0.7811642010240749,0.7867235686793481,0.8680010695981354,0.7464845393785385,70093.98499202596,173.07156788154558,0.8567899400076514,405,0.1600054577069879,0.8068755146966398,0.027455914158005
9,106,178.0,469.23665573942617,20.023333936566956,1.4026849210894516,1.402684921104001,0.6960497029118268,0.7208374558149138,0.823855775978125,0.8238557394041933,0.8853755658639216,0.7872808285878238,953255.4657433486,643.2223115677116,0.868632426154911,1482,0.6075361896618289,0.8563978474175449,0.3737851262875618
10,107,48.0,423.5155639339144,17.36239902547413,1.4298811961796818,1.4298822956604003,0.7080403913489343,0.7348135765024147,0.8398292907577476,0.8398298992371654,0.9006277274777983,0.8025452016951564,180015.95882560548,279.9626109262916,0.8721576664370454,643,0.26175373179918776,0.8711395258119414,0.07056149725151034
11,108,195.0,469.07486552386047,19.838294285720128,1.4706522422812052,1.4706522422812416,0.7179233934789491,0.7557657495106683,0.8637758387803226,0.8637758004252571,0.913198911068124,0.8254286464906343,1242929.978335313,740.7210836324869,0.8833882929427394,1678,0.7003440760957454,0.9181032136358782,0.48738014589217804
12,109,123.0,465.6595525870034,20.52818468172464,1.391005785120091,1.3910776039663273,0.6949910002157085,0.7148355671999485,0.8169961288242094,0.8170382747697046,0.8840288955115946,0.7807257143886873,466057.34696383175,448.5633753261133,0.8642839601659217,1039,0.4222427334934291,0.8382136437921854,0.1827317976433261
13,11,17.0,425.46485519892485,21.70343619585036,1.0332587586490938,1.0465355671828365,0.6119033630650359,0.745338643529067,0.6068762724930992,0.614674272562652,0.7783413800212077,0.8140404194073347,22755.1386203717,96.83037710796468,0.827610060751835,235,0.08743240242583915,0.6848525145180178,0.008892122909920051
14,110,196.0,473.3751981619115,19.805502854259533,1.523484508541084,1.523484508541329,0.7381873417721518,0.7829161635652574,0.8948064480510126,0.8948064083181871,0.9389746633048927,0.8550816567510885,1646897.2218318586,849.3539050190091,0.8765262177698753,1939,0.8037503276487201,0.889407721351509,0.6457947282936738
15,111,2.0,232.2578058852705,20.2326250076294,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,107.78929847529386,5.988294359738548,0.7045052187927703,18,0.0009609369850579579,0.17005867247818474,1.103058600815578e-05
16,112,187.0,459.3372095385791,19.583068831996233,1.3801430260311225,1.3801430260311536,0.6897203531886432,0.7092532133105656,0.8106159741052474,0.8106159381106885,0.8773246298901379,0.7746288056333905,2202257.580755012,979.651948734436,0.8719643513435122,2248,0.9277794388632574,0.870331130153895,0.8635776816333263
