,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,Bio1,Bio4,Bio10,Bio11,Bio12,Bio15,Bio16,Bio17,Brkl Elevation,Elevation,Slope,Soil Nitrogen,Soil pH,Soil Depth,Soil OCS,Soil Water Cap,Latitude,Longitude,KG Mode,KG All
0,750032-1,Galium humifusum,Galium humifusum M.Bieb.,Rubiaceae,Species,Galium humifusum,Galium humifusum M.Bieb.,750032-1,Galium,10.154750347137451,895.247497558594,21.81112480163575,-1.46825003623962,513.512268066406,18.8837509155273,161.845245361328,97.9847526550293,67.3850402832031,72.6074981689453,0.76013457775116,351.305541992188,70.2666702270508,2833.75,60.0625,26.0,46.890936499999995,34.9334555,7,"[7, 25, 26, <NA>, 14, 27, 5, 8, 17, 6, 18, 29]"
1,30007294-2,Galium aparine,Galium aparine L.,Rubiaceae,Species,Galium aparine,Galium aparine L.,30007294-2,Galium,9.94250011444092,558.0732421875,16.644250869751,3.29874992370605,852.894226074219,18.5907497406006,252.768249511719,165.986251831055,79.3407211303711,82.7174987792969,0.680292129516602,381.714294433594,60.7916679382324,1664.75,61.5714302062988,22.5625,51.451009,4.75953,15,"[7, 25, 9, 8, 15, 14, 26, <NA>, 6, 27, 29, 18, 16, 23, 19, 4, 5, 22, 21, 11, 12, 17, 1, 30]"
2,77215423-1,Cynanchica rumelica,Cynanchica rumelica (Boiss.) P.Caputo & Del Guacchio,Rubiaceae,Species,Cynanchica rumelica,Cynanchica rumelica (Boiss.) P.Caputo & Del Guacchio,77215423-1,Cynanchica,9.72700023651123,916.087280273438,21.4532508850098,-1.93875002861023,497.135498046875,19.3544998168945,167.171752929688,96.3065032958984,67.9529113769531,79.504997253418,0.766288578510284,376.770843505859,71.6666641235352,2731.5,60.1875,27.125,47.45496,33.575409,25,"[7, 25, 26, <NA>]"
3,94704-1,Asclepias tuberosa,Asclepias tuberosa L.,Apocynaceae,Species,Asclepias tuberosa,Asclepias tuberosa L.,94704-1,Asclepias,11.23137474060055,879.535278320312,22.7070007324219,-0.105499997735023,1092.77026367188,19.1702499389648,341.447998046875,211.057746887207,220.778396606445,223.214996337891,0.49988254904747,315.933319091797,57.9583320617676,1811.5,53.5,23.0625,40.442054,-84.37767600000001,25,"[14, 26, 25, <NA>, 7, 2, 15, 5, 8, 18, 3, 9, 6, 17, 1, 21, 11, 29, 4, 27]"
4,319047-2,Diodia virginiana,Diodia virginiana L.,Rubiaceae,Species,Diodia virginiana,Diodia virginiana L.,319047-2,Diodia,18.3032493591309,726.165771484375,26.7832508087158,8.45425033569336,1289.75927734375,18.3544998168945,381.03076171875,254.327499389648,102.745155334473,100.367500305176,0.377174556255341,207.527770996094,54.4000015258789,1607.75,42.3333320617676,22.0625,33.039354,-88.019547,14,"[14, 3, 25, 2, 1, 26, <NA>, 15, 6]"
5,77061748-1,Zeltnera calycosa,Zeltnera calycosa (Buckley) G.Mans.,Gentianaceae,Species,Zeltnera calycosa,Zeltnera calycosa (Buckley) G.Mans.,77061748-1,Zeltnera,20.71262550354,638.7377624511715,26.9332504272461,12.19937515258785,540.406494140625,61.193000793457,240.5493698120115,55.7560005187988,607.542907714844,650.070007324219,1.03656214475632,189.39582824707,77.40625,686.75,41.7999992370605,23.21875,29.715866,-100.345653,6,"[6, 14, 7, <NA>, 4, 5]"
6,280970-2,Mitchella repens,Mitchella repens L.,Rubiaceae,Species,Mitchella repens,Mitchella repens L.,280970-2,Mitchella,9.38049983978271,881.553527832031,20.7117500305176,-2.13949990272522,1249.30895996094,13.9375,348.126739501953,259.75048828125,196.332412719727,201.830001831055,0.866098582744598,432.708343505859,51.1851844787598,1266.0,60.230770111084,23.1875,42.429058,-76.566719,26,"[26, 25, 14, <NA>, 15, 2, 12, 27, 1, 11, 3]"
7,370512-1,Sabatia campestris,Sabatia campestris Nutt.,Gentianaceae,Species,Sabatia campestris,Sabatia campestris Nutt.,370512-1,Sabatia,20.0027503967285,675.755981445312,27.9890003204346,11.0012502670288,1071.34448242188,24.6341257095337,340.018249511719,195.811248779297,128.57341003418,131.007507324219,0.341085702180862,194.83332824707,62.6444435119629,1705.25,41.4444427490234,21.6875,30.5629225,-96.437189,14,"[7, 14, 4, 25, 6, <NA>]"
8,750836-1,Galium virgatum,Galium virgatum Nutt.,Rubiaceae,Species,Galium virgatum,Galium virgatum Nutt.,750836-1,Galium,18.8645000457764,759.271514892578,28.2264995574951,8.83349990844727,925.169006347656,30.158875465393102,309.221984863281,168.6343688964845,228.379501342773,227.3462524414065,0.5161281526088715,192.08333587646501,69.1388854980469,910.0,44.6875,22.4375,32.601549500000004,-97.44992300000001,14,"[14, 6, 7]"
9,96315-1,Cynanchum laeve,Cynanchum laeve (Michx.) Pers.,Apocynaceae,Species,Cynanchum laeve,Cynanchum laeve (Michx.) Pers.,96315-1,Cynanchum,13.5454998016357,871.470520019531,24.6122493743896,2.02900004386902,1087.74548339844,21.3635005950928,352.629760742188,212.138000488281,217.966766357422,221.229995727539,0.452800691127777,219.375,61.023811340332,1767.25,48.0999984741211,23.625,38.356789,-88.251729,14,"[14, 25, 26]"
10,319076-2,Asclepias syriaca,Asclepias syriaca L.,Apocynaceae,Species,Asclepias syriaca,Asclepias syriaca L.,319076-2,Asclepias,9.44225025177002,922.766479492188,21.1477508544922,-2.61100006103516,1056.22546386719,15.7165002822876,329.503997802734,206.6291275024415,205.409973144531,206.755004882812,0.560116052627563,399.333343505859,58.238094329834,1698.0,58.8888893127441,23.75,42.468858499999996,-78.953677,25,"[26, 25, 14, 15, 8, 27, 21, 22, <NA>, 7, 29]"
11,94737-1,Asclepias viridis,Asclepias viridis Walter,Apocynaceae,Species,Asclepias viridis,Asclepias viridis Walter,94737-1,Asclepias,18.54075050354,766.109985351562,27.9680004119873,8.29549980163574,1020.97924804688,28.9699993133545,339.743743896484,186.779998779297,188.465377807617,184.197494506836,0.378158867359161,194.14582824707,64.7777786254883,1637.25,42.8333320617676,22.6875,33.016942,-96.745619,14,"[14, 25, 2, 6, 3]"
12,224876-2,Sabatia grandiflora,Sabatia grandiflora (A.Gray) Small,Gentianaceae,Species,Sabatia grandiflora,Sabatia grandiflora (A.Gray) Small,224876-2,Sabatia,22.6634998321533,390.986755371094,27.2197494506836,17.2992496490479,1387.93920898438,48.0979995727539,605.338500976562,187.306243896484,12.0110807418823,11.4975004196167,0.0794622674584389,1395.93334960938,56.0416679382324,663.75,41.25,14.4375,27.584087,-81.164036,14,"[14, 2, 1, 3]"
13,769781-1,Vangueria parvifolia,Vangueria parvifolia Sond.,Rubiaceae,Species,Vangueria parvifolia,Vangueria parvifolia Sond.,769781-1,Vangueria,17.0750007629395,392.95649719238247,21.12937450408935,11.4665002822876,658.528503417969,79.92862319946289,335.064758300781,17.45349979400635,1393.83935546875,1460.79504394531,1.98120266199112,115.666664123535,61.75,1507.5,36.06971168518065,17.5625,-25.841498,27.814483,12,"[12, 6, 11]"
14,750829-1,Galium verum,Galium verum L.,Rubiaceae,Species,Galium verum,Galium verum L.,750829-1,Galium,8.42700004577637,603.945007324219,16.0147495269775,1.07700002193451,800.217529296875,21.6267509460449,247.636505126953,151.226501464844,115.689750671387,115.214996337891,0.790783226490021,430.083343505859,59.6041679382324,1533.0,69.6999969482422,23.1875,52.5264735,9.482463,26,"[14, 27, 26, 15, 23, 8, 25, 7, 22, 29, <NA>, 9, 16, 18, 19, 5, 17, 28, 4, 21, 20]"
15,747472-1,Coprosma petriei,Coprosma petriei Cheeseman,Rubiaceae,Species,Coprosma petriei,Coprosma petriei Cheeseman,747472-1,Coprosma,6.8897500038147,419.340759277344,11.9297504425049,1.32574999332428,1435.63073730469,12.1737499237061,394.984008789062,302.651763916016,807.700805664062,901.902526855469,7.71847057342529,417.422210693359,57.2000007629395,1533.0,105.066665649414,26.375,-43.6617,170.9819,15,"[15, 27, 29, 16, 7]"
16,77913-1,Cerbera odollam,Cerbera odollam Gaertn.,Apocynaceae,Species,Cerbera odollam,Cerbera odollam Gaertn.,77913-1,Cerbera,26.72825050354,62.9315013885498,27.8384990692139,25.9927501678467,2491.28930664062,52.382251739502,893.16552734375,234.5506286621095,10.4681444168091,15.5524997711182,0.248054549098015,295.3766021728515,53.7999992370605,4840.0,56.6666679382324,24.625,7.2780205,86.8707795,1,"[1, <NA>, 2, 3, 6, 11]"
17,1004324-1,Arachnothryx monteverdensis,Arachnothryx monteverdensis (Lorence) Borhidi,Rubiaceae,Species,Arachnothryx monteverdensis,Arachnothryx monteverdensis (Lorence) Borhidi,1004324-1,Arachnothryx,20.3377494812012,63.4580001831055,21.2632503509521,19.650749206543,3342.72021484375,62.2099990844727,1463.7802734375,194.707504272461,1237.79504394531,1114.2099609375,7.62072038650513,599.583312988281,53.7083320617676,3194.25,95.625,30.8125,10.2982165,-84.783458,2,"[2, 1]"
18,21143-2,Asclepias asperula,Asclepias asperula (Decne.) Woodson,Apocynaceae,Species,Asclepias asperula,Asclepias asperula (Decne.) Woodson,21143-2,Asclepias,18.7397499084473,712.709777832031,27.9032497406006,9.10550022125244,890.473510742188,29.5189990997314,293.544494628906,157.720504760742,317.670349121094,333.260009765625,0.703667104244232,197.615386962891,70.6666641235352,824.0,47.5625,22.3125,31.423961,-98.16612,14,"[6, 14, 7, 5, 26, 18, 17, 25, 8, 9, 4, 27, 3, 15, 11]"
19,764663-1,Richardia grandiflora,Richardia grandiflora (Cham. & Schltdl.) Steud.,Rubiaceae,Species,Richardia grandiflora,Richardia grandiflora (Cham. & Schltdl.) Steud.,764663-1,Richardia,23.5057506561279,335.186752319336,27.4172496795654,18.8549995422363,1474.743041992185,55.5390014648438,619.510009765625,177.236999511719,9.02216053009033,8.03999996185303,0.0653219670057297,1259.1904296875,58.3333320617676,732.75,44.0,18.875,26.677687499999998,-80.6792485,14,"[14, 2, 3, <NA>, 1, 6]"
20,60453492-2,Cruciata pedemontana,Cruciata pedemontana (Bellardi) Ehrend.,Rubiaceae,Species,Cruciata pedemontana,Cruciata pedemontana (Bellardi) Ehrend.,60453492-2,Cruciata,10.830249786377,696.773498535156,20.5987491607666,1.19749999046326,1048.40502929688,25.0165004730225,340.527008056641,173.035507202148,609.00830078125,599.190002441406,2.75494265556335,320.3125,65.5416641235352,1795.0,58.1875,23.9375,44.26687,4.04089,26,"[14, 9, 26, 8, 15, 25, 7, <NA>, 18, 27, 29, 19]"
