,Genus,FAD,MFAD,APWD,N,MFAD_minmax,APWD_minmax,FAD_minmax
0,Acokanthera,179.55340319447822,8.550162056879916,0.8550162056879915,21,0.038833808945786155,0.8992411818442669,0.0015652782876420523
1,Adenium,157.88510620512528,5.444314007073285,0.3888795719338061,29,0.024727420203857875,0.408994032551072,0.0013763823146101313
2,Adina,5882.601818908826,47.44033724926473,0.77138759754902,124,0.215468312858375,0.8112869560429348,0.051282285593931866
3,Aganosma,54.359482210526764,4.1814986315789815,0.696916438596497,13,0.01899186446824619,0.7329638405928676,0.0004738852938333982
4,Aidia,5.994266898001324,1.1988533796002647,0.5994266898001324,5,0.005445048033907761,0.6304315185828978,5.225573928894205e-05
5,Alafia,84.88363834264499,4.993155196626176,0.624144399578272,17,0.022678311083754878,0.6564277305909412,0.0007399832791244394
6,Alberta,7.430823754525796,1.4861647509051592,0.7430823754525796,5,0.006749981768143625,0.7815176707346095,6.477909566356646e-05
7,Alibertia,121.93887306347908,6.096943653173954,0.6417835424393635,20,0.027691585657147286,0.674979242910365,0.0010630167238828132
8,Allamanda,1384.6199191312219,23.076998652187033,0.7822711407521028,60,0.10481295567726596,0.8227334411358322,0.01207058990525136
9,Alstonia,80595.95505799874,181.11450574831179,0.8158311069743773,445,0.8226003281284017,0.8580292676799486,0.7026048867891338
10,Alyxia,65.82680680684561,5.063600523603508,0.8439334206005847,13,0.022998265296407482,0.8875851492523391,0.0005738530688163096
11,Amalocalyx,1.0853878289819237,0.36179594299397455,0.36179594299397455,3,0.001643233711141561,0.38050952625228357,9.461998336707646e-06
12,Amsonia,1171.0173657440569,21.68550677303809,0.8183210103033242,54,0.0984929667197465,0.8606479591121168,0.010208484074599445
13,Anodendron,1555.8504504320827,23.936160775878193,0.7480050242461935,65,0.10871516683337283,0.7866949392934104,0.01356331256078548
14,Anthocleista,212.0609193664133,9.220039972452751,0.8381854520411592,23,0.0418763139670126,0.8815398719743226,0.0018486664515187906
15,Antirhea,0.4918032786885246,0.2459016393442623,0.4918032786885246,2,0.0011168557061520044,0.5172413793103449,4.287353958357023e-06
16,Antonia,21.003634742940182,2.33373719366002,0.583434298415005,9,0.01059955398568666,0.6136119345399191,0.00018310170032856038
17,Apocynum,990.1534398183533,20.207213057517414,0.8419672107298922,49,0.09177873424878498,0.8855172388710936,0.00863178114815828
18,Araujia,337.7984692963601,9.38329081378778,0.5361880465021589,36,0.04261777967730778,0.5639219109764085,0.0029447985957448755
19,Asclepias,28116.465026843245,102.24169100670271,0.7462897153773921,275,0.46436947843036175,0.7848909075520848,0.24510864984328118
20,Asperula,7.89077903324495,1.57815580664899,0.789077903324495,5,0.007167794092601566,0.8298922776343827,6.87888108694968e-05
21,Aspidosperma,6063.318674687691,48.89773124748138,0.7950850609346566,124,0.2220876213239895,0.8362101502933457,0.05285770641876141
22,Baroniella,7.0331443669186555,1.406628873383731,0.7033144366918656,5,0.006388739366952261,0.7396927696242034,6.13122779937837e-05
23,Beaumontia,74.91571552044407,4.994381034696271,0.7134830049566102,15,0.022683878693011392,0.7503872983164349,0.0006530867186087733
24,Blackstonia,21.392604072950764,2.1392604072950765,0.4753912016211281,10,0.009716263784185775,0.49998040170497954,0.00018649258702851774
25,Boucerosia,7.1606066025249016,1.0229438003607003,0.34098126678690005,7,0.004646087856723038,0.35861822886208455,6.242344529186424e-05
26,Bousigonia,2.172384609784508,0.7241282032615026,0.7241282032615026,3,0.0032889033109127115,0.7615831103267527,1.893802290352809e-05
27,Bouvardia,2.156648437601003,0.7188828125336677,0.7188828125336677,3,0.0032650793763468362,0.7560664062854091,1.8800840938657407e-05
28,Breonadia,0.8823529411764706,0.4411764705882353,0.8823529411764706,2,0.002003770531625655,0.9279918864097363,7.692017395875835e-06
29,Breonia,52.24099103344999,4.353415919454165,0.7915301671734847,12,0.01977269213764113,0.8324713827169408,0.00045541709338136965
