,Group,PD,group_age,SR,H,Hbc,G,J,FAD,MFAD,APWD,H_Rare,Hbc_Rare,G_Rare,J_Rare,FAD_Rare,MFAD_Rare,APWD_Rare,GroupSize_FAD,GroupSize_Pathways,predicted PD,PD'
0,ABT,-0.7385007097709098,0.2507814785142497,-0.7758306895441908,0.6770200954923523,0.6534415841395607,1.0504999802411834,1.6975228528043778,-1.0537323313586848,-1.0373899450667414,0.2368660402891352,1.576195144077046,1.0849294672007277,1.6124593413055082,1.3224933102962284,-0.700080806283922,-0.5422366782089008,-0.2587899669068481,-1.077498920160293,-1.0463180846725986,-0.7619242138529634,0.023423504082053626
1,AFG,0.3691825928408257,0.2507814785142497,0.4611131282587262,2.0480308701428966,2.0596037985339475,1.4487267521063707,0.9216719468732832,0.565399087769114,0.5746530701853699,0.9819945121609645,1.351161371213283,1.6567204887807911,1.1539571445923136,0.6653793214350635,0.9245076501332892,0.9591904012758964,1.0059783508390645,0.5594905062644945,0.5429230104873835,0.43111623180492936,-0.06193363896410364
2,AGE,0.5465771888562153,0.2507814785142497,0.4059955480378393,-0.296001008971481,-0.3038750866765753,-0.0109489596508292,-0.2823782522983759,0.1231330695564896,0.1352980249134698,0.8241331344701999,-0.1768980676530464,-0.2604649366183009,-0.0827629521072956,0.0539692718496242,1.0247430884230673,1.0289790541274864,1.0255233723889838,0.1133265186884428,0.1092453891962268,0.3779549632623441,0.1686222255938712
3,AGS,-0.9058457016297332,0.2507814785142497,-1.3606375673589184,-1.7007737609902551,-1.3226527380666988,-1.3842004983284013,0.6836119715040057,-2.47657114035878,-2.471907185902327,-2.1036915898807504,-1.0540574360500812,-1.3139182566048968,-0.922108430246774,-0.9084909987706992,-2.354133519113405,-2.2972334878710097,-2.208048391152281,-2.45209824856056,-2.4148603872546226,-1.325974292838077,0.4201285912083439
4,AGW,-0.1329690172554453,0.2507814785142497,-0.4078260557832601,1.6303181993888338,1.6281924096669735,1.7497628947062234,2.7029305894344358,-0.929962377969997,-0.907384902133986,1.030828414667064,2.3141761193688004,2.4338634416105456,2.0190562453045,1.328212942604217,0.8974752731605008,0.949623419271478,1.0254960381197755,-0.958945562592107,-0.9575407736113136,-0.4069813248168636,0.2740123075614183
5,ALA,-0.1474256745288218,0.2507814785142497,-0.2373600847840067,-0.8952611528673953,-0.944943976374896,-0.9181688568257724,-0.9450385375432904,-0.0864491398313291,-0.092042604562999,-0.5590211098209632,-1.0059397281011375,-0.9762963972728418,-1.0101273330322926,-0.8898245552959584,-0.2431017369109628,-0.2912914695121208,-0.367666844827324,-0.0789671102828585,-0.0960104568391954,-0.2425657749079847,0.0951401003791629
6,ALB,-0.0345757146385128,0.2507814785142497,0.433913264707048,0.417817219809947,0.3809898394696577,0.4572462969120109,0.4115747928425308,0.3641579409318088,0.3682079870426729,0.3853186573956721,0.5250903385653419,0.4054298993199205,0.5309191401416243,0.4963991240278715,-0.0898476471574654,-0.0806449911544563,-0.0678801233014869,0.363413994702713,0.372950597581003,0.40488178455964763,-0.4394574991981604
7,ALD,-1.2513469347384405,0.2507814785142497,-1.7447056892362882,0.52855241075521,0.7640801510301141,0.6349529135269931,0.5123108319255074,-1.2728759946340908,-1.2520069891001695,0.5280628927168967,0.5633670000180826,0.7195621355791842,0.6316728858921227,0.8329892974268228,0.8571887969808496,0.7901169467914669,0.6768219460861913,-1.303287161368202,-1.356768523242855,-1.696410521786168,0.4450635870477275
8,ALG,-0.1942775305972008,0.2507814785142497,0.1145389224482926,-1.0639557218285378,-1.1147575265719496,-1.2118522712924291,-1.1502561551934003,0.2389150635900883,0.2366423162398549,-0.1344322268673683,-1.0594598313940318,-0.946562709761166,-1.1261032229023171,-1.2353647965302108,0.2228710695796049,0.2140112833442593,0.1951799030412865,0.2443891770069033,0.2341265446301522,0.09684313144048788,-0.29112066203768866
9,ALT,-0.14427155534903,0.2507814785142497,0.220928367474343,0.1137239516927515,0.0704719430752447,0.3018556710926926,0.1260986560565635,-0.1927016686436943,-0.1948781614817363,-0.4535259887601952,0.4867447445229773,0.1526472464433734,0.665990162990253,1.0731826572967536,-0.7947335725969735,-0.7587199625960493,-0.7042710352221347,-0.1894286841879467,-0.179245932291391,0.19945645072011775,-0.3437280060691478
