,Group,phylogenetic_diversity,group_age
0,ABT,-0.7222733028192467,0.2987978301436279
1,AFG,-0.35316967203098065,0.2987978301436279
2,AGE,0.2776821779743274,0.2987978301436279
3,AGW,-0.6291571380396415,0.2987978301436279
4,ALA,-0.16952843972822113,0.2987978301436279
5,ALB,-0.2501538726673082,0.2987978301436279
6,ALD,-0.7008203202862936,0.2987978301436279
7,ALG,-0.19079196872598297,0.2987978301436279
8,ALT,-0.6838317264613917,0.2987978301436279
9,AMU,-0.8008158918721604,0.2987978301436279
10,AND,1.7626593482097963,0.2987978301436279
11,ANG,1.054109648955223,0.2987978301436279
12,ARI,-0.2350244962627234,0.2987978301436279
13,ARK,-0.3977710583348931,0.2987978301436279
14,ARU,-0.5870882596357012,0.2987978301436279
15,ASS,1.7642637279336437,0.2987978301436279
16,AUT,-0.584574437796516,0.2987978301436279
17,AZO,-0.862233861481638,0.2987978301436279
18,BAH,0.18775419893394732,0.2987978301436279
19,BAL,-0.46603649805643843,0.2987978301436279
20,BAN,2.1514615514030804,0.2987978301436279
21,BEN,1.2275497051632491,0.2987978301436279
22,BER,-1.192364683587359,-2.999879042465034
23,BGM,-0.591030506467753,0.2987978301436279
24,BIS,0.3426958927650406,0.2987978301436279
25,BKN,0.9378053969074116,0.2987978301436279
26,BLR,-0.6128516807571831,0.2987978301436279
27,BLT,-0.807174800049474,0.2987978301436279
28,BLZ,0.9588482041686768,0.2987978301436279
29,BOL,1.4616176655922326,0.2987978301436279
30,BOR,1.8800351079648048,0.2987978301436279
31,BOT,0.46395482612640404,0.2987978301436279
32,BRC,-0.7222733028192467,0.2987978301436279
33,BRY,-0.6684734165373665,0.2987978301436279
34,BUL,-0.2941381384581078,0.2987978301436279
35,BUR,0.5446035901447314,0.2987978301436279
36,BZC,1.2259209183153255,0.2987978301436279
37,BZE,1.2209555392624576,0.2987978301436279
38,BZL,1.360168829784198,0.2987978301436279
39,BZN,1.494118773306608,0.2987978301436279
40,BZS,0.31202952639448645,0.2987978301436279
41,CAB,0.33664577020994896,0.2987978301436279
42,CAF,1.2211140170608492,0.2987978301436279
43,CAL,-0.32459089155277504,0.2987978301436279
44,CAY,0.19531135451024884,0.2987978301436279
45,CBD,2.07704037928149,0.2987978301436279
46,CHA,0.7271382411530425,0.2987978301436279
47,CHC,1.9088599222229827,0.2987978301436279
48,CHH,1.5187014206087932,0.2987978301436279
49,CHI,-0.42353612150246406,0.2987978301436279
50,CHM,-0.51229645405417,0.2987978301436279
51,CHN,0.11939548219384101,0.2987978301436279
52,CHQ,-0.5645738803155311,0.2987978301436279
53,CHS,1.9027157278147375,0.2987978301436279
54,CHT,0.04444181814981814,0.2987978301436279
55,CHX,-0.5645738803155311,0.2987978301436279
56,CKI,-0.5870882596357012,0.2987978301436279
57,CLM,1.6262546561182405,0.2987978301436279
58,CMN,1.273059905814903,0.2987978301436279
59,CNT,-0.2913467775203058,0.2987978301436279
60,CNY,-0.8349903256583014,0.2987978301436279
61,COL,-0.6579240914157577,0.2987978301436279
62,COM,-0.08338307905914595,0.2987978301436279
63,CON,1.1787084461091653,0.2987978301436279
64,COO,-0.9074606678374479,0.2987978301436279
65,COR,-0.4235855324643792,0.2987978301436279
66,COS,1.280542974393692,0.2987978301436279
67,CPI,-2.4717904804630617,-3.397484466264828
68,CPP,0.21322088425298164,0.2987978301436279
69,CPV,0.1994232881870686,0.2987978301436279
70,CRL,0.21086491430203233,0.2987978301436279
71,CTA,-0.8339404676264417,0.2987978301436279
72,CUB,0.9270057245158355,0.2987978301436279
73,CVI,-0.6243929431758495,0.2987978301436279
74,CYP,-0.6070887069362298,0.2987978301436279
75,CZE,-0.584574437796516,0.2987978301436279
76,DEL,-1.6943186984957286,-3.3963426329967747
77,DEN,-0.8256183916676801,0.2987978301436279
