,Group,PD,SR,MFAD_Rare,MFAD_Rare_loess_prediction,MFAD_Rare_residuals,MFAD_Rare_highlight_high,MFAD_Rare_highlight_low,R2
0,ABT,-0.7385007097709098,-0.7758306895441908,-0.5422366782089008,-0.7724370564501103,0.23020037824120954,False,False,0.6661272940144953
1,AFG,0.3691825928408257,0.4611131282587262,0.9591904012758964,0.4402713080344912,0.5189190932414052,False,False,0.6661272940144953
2,AGE,0.5465771888562153,0.4059955480378393,1.0289790541274864,0.6069159685769193,0.42206308555056704,False,False,0.6661272940144953
3,AGS,-0.9058457016297332,-1.3606375673589184,-2.2972334878710097,-0.92257512227442,-1.3746583655965896,False,True,0.6661272940144953
4,AGW,-0.1329690172554453,-0.4078260557832601,0.949623419271478,-0.1611007902486099,1.1107242095200878,False,False,0.6661272940144953
5,ALA,-0.1474256745288218,-0.2373600847840067,-0.2912914695121208,-0.1774709443106825,-0.11382052520143832,False,False,0.6661272940144953
6,ALB,-0.0345757146385128,0.433913264707048,-0.0806449911544563,-0.04307411640733634,-0.03757087474711995,False,False,0.6661272940144953
7,ALD,-1.2513469347384405,-1.7447056892362882,0.7901169467914669,-1.1585290532230164,1.9486460000144832,True,False,0.6661272940144953
8,ALG,-0.1942775305972008,0.1145389224482926,0.2140112833442593,-0.22925646055689824,0.44326774390115753,False,False,0.6661272940144953
9,ALT,-0.14427155534903,0.220928367474343,-0.7587199625960493,-0.1737730842028144,-0.584946878393235,False,False,0.6661272940144953
10,ALU,-1.1829095744412936,-1.3606375673589184,-1.9648345886312493,-1.120131525195696,-0.8447030634355532,False,False,0.6661272940144953
11,AMU,-0.5173802077877031,-0.3478112764350301,0.0156574825016267,-0.5632825034213242,0.5789399859229509,False,False,0.6661272940144953
12,AND,1.2506958371546515,0.981757459988118,1.197420261004549,1.0748651353949181,0.12255512560963089,False,False,0.6661272940144953
13,ANG,1.1904967604162071,1.204599274217144,1.2905897901931824,1.0449597596832945,0.24563003050988796,False,False,0.6661272940144953
14,ARI,-0.0399348950649968,-0.0465899257343305,-0.1082432754162186,-0.04981220280477336,-0.05843107261144524,False,False,0.6661272940144953
15,ARK,-0.2295782476755851,-0.4715702278899226,-0.2966415916620085,-0.26870910912075857,-0.027932482541249914,False,False,0.6661272940144953
16,ARU,-0.7446799850308468,-1.213130445937304,0.3225060098215602,-0.7780331490479817,1.100539158869542,False,False,0.6661272940144953
17,ASK,-0.9019672955167786,-0.9708682891234034,-1.9589484655832867,-0.9191341760816131,-1.0398142895016735,False,False,0.6661272940144953
18,ASS,1.847171750854199,1.6504701239951474,1.3306760447195585,1.3369552641822726,-0.006279219462714147,False,False,0.6661272940144953
19,AUT,0.0621139741541596,0.6341746128716227,-0.5232719637220353,0.07523605611263072,-0.5985080198346661,False,False,0.6661272940144953
20,AZO,-1.0606646912619926,-1.3606375673589184,0.6181416224555212,-1.045836797061211,1.6639784195167322,True,False,0.6661272940144953
21,BAH,-0.1302358631697786,-0.3478112764350301,0.1739511372097103,-0.15778819045749148,0.3317393276672018,False,False,0.6661272940144953
22,BAL,-0.5231611265605729,-0.3478112764350301,0.3647230435299345,-0.5689172656692596,0.933640309199194,False,False,0.6661272940144953
23,BAN,1.801597551339997,1.7113299291882984,1.1836859424314348,1.3186349294454658,-0.13494898701403102,False,False,0.6661272940144953
24,BEN,1.0229664843569537,1.1495104228008612,1.5022924683769714,0.9520516627401079,0.5502408056368635,False,False,0.6661272940144953
25,BER,-1.6792306604068477,-1.7447056892362882,-0.8643543528905742,-1.3704970789008006,0.5061427260102265,False,False,0.6661272940144953
26,BGM,-0.48912678370378,-0.0465899257343305,-0.6073545645183367,-0.5355641111603207,-0.07179045335801604,False,False,0.6661272940144953
27,BIS,0.1417759728485544,-0.0465899257343305,0.906725523670695,0.17511479192324547,0.7316107317474496,False,False,0.6661272940144953
