,Group,PD,SR,MFAD,MFAD_loess_prediction,MFAD_residuals,MFAD_highlight_high,MFAD_highlight_low,R2
0,ABT,-0.7385007097709098,-0.7758306895441908,-1.0446110860985451,-0.6722132884327133,-0.3723977976658318,False,False,0.8533340703739091
1,AFG,0.3691825928408257,0.4611131282587262,0.5591248139103623,0.3874441909699982,0.17168062294036407,False,False,0.8533340703739091
2,AGE,0.5465771888562153,0.4059955480378393,0.146634319499108,0.5406926342426268,-0.3940583147435188,False,False,0.8533340703739091
3,AGS,-0.9058457016297332,-1.3606375673589184,-2.4712611975935563,-0.8546652623308466,-1.6165959352627097,False,True,0.8533340703739091
4,AGW,-0.1329690172554453,-0.4078260557832601,-0.8965780493703729,-0.07348597687554483,-0.8230920724948281,False,True,0.8533340703739091
5,ALA,-0.1474256745288218,-0.2373600847840067,-0.0952986270729798,-0.08647902731879038,-0.008819599754189417,False,False,0.8533340703739091
6,ALB,-0.0345757146385128,0.433913264707048,0.3744874485473206,0.013502363328664144,0.3609850852186564,False,False,0.8533340703739091
7,ALD,-1.2513469347384405,-1.7447056892362882,-1.282946216202389,-1.213248489463689,-0.0696977267387,False,False,0.8533340703739091
8,ALG,-0.1942775305972008,0.1145389224482926,0.2401765096461924,-0.12924094929448415,0.36941745894067657,False,False,0.8533340703739091
9,ALT,-0.14427155534903,0.220928367474343,-0.2060788282620972,-0.08367231255997215,-0.12240651570212505,False,False,0.8533340703739091
10,ALU,-1.1829095744412936,-1.3606375673589184,-1.462510813697251,-1.145282815388383,-0.31722799830886816,False,False,0.8533340703739091
11,AMU,-0.5173802077877031,-0.3478112764350301,-0.0379016648347095,-0.4431272157362227,0.40522555090151324,False,False,0.8533340703739091
12,AND,1.2506958371546515,0.981757459988118,1.27368858646396,1.1756311484955264,0.09805743796843358,False,False,0.8533340703739091
13,ANG,1.1904967604162071,1.204599274217144,1.1943638247126034,1.1169298485645254,0.07743397614807801,False,False,0.8533340703739091
14,ARI,-0.0399348950649968,-0.0465899257343305,-0.4311245292247482,0.00875778760058519,-0.4398823168253334,False,False,0.8533340703739091
15,ARK,-0.2295782476755851,-0.4715702278899226,-0.0860865869389796,-0.1615650493345855,0.07547846239560589,False,False,0.8533340703739091
16,ARU,-0.7446799850308468,-1.213130445937304,-1.5668739787133037,-0.6788098044137205,-0.8880641742995832,False,True,0.8533340703739091
17,ASK,-0.9019672955167786,-0.9708682891234034,-1.2923647997944638,-0.8503497158427353,-0.4420150839517285,False,False,0.8533340703739091
